week,n_events,n_material_conflict,n_severe_root,n_coerce_protest_root,mean_goldstein,mean_tone,tone_neg_share,distinct_actors,country,material_conflict_share,severe_root_share,coerce_protest_share,baseline_mean_material_conflict_share,baseline_std_material_conflict_share,baseline_mean_severe_root_share,baseline_std_severe_root_share,baseline_mean_mean_goldstein,baseline_std_mean_goldstein,escalation_quad,label_quad_1,label_quad_2,label_quad_4,label_quad_8,n_events_lag1,n_events_lag2,n_events_delta,material_conflict_share_lag1,material_conflict_share_lag2,material_conflict_share_delta,severe_root_share_lag1,severe_root_share_lag2,severe_root_share_delta,coerce_protest_share_lag1,coerce_protest_share_lag2,coerce_protest_share_delta,mean_goldstein_lag1,mean_goldstein_lag2,mean_goldstein_delta,distinct_actors_lag1,distinct_actors_lag2,distinct_actors_delta,mean_tone_lag1,mean_tone_lag2,mean_tone_delta,tone_neg_share_lag1,tone_neg_share_lag2,tone_neg_share_delta,radio_n_clips,radio_mean_relevance,radio_conflict_clip_share,radio_actor_hits_per_clip,radio_location_hits_per_clip,radio_violence_hits_per_clip,radio_diplomacy_hits_per_clip,radio_violence_to_diplomacy_ratio,radio_n_stations,radio_commentary_share,radio_mean_text_len,radio_n_clips_lag1,radio_n_clips_delta,radio_mean_relevance_lag1,radio_mean_relevance_delta,radio_conflict_clip_share_lag1,radio_conflict_clip_share_delta,radio_actor_hits_per_clip_lag1,radio_actor_hits_per_clip_delta,radio_location_hits_per_clip_lag1,radio_location_hits_per_clip_delta,radio_violence_hits_per_clip_lag1,radio_violence_hits_per_clip_delta,radio_diplomacy_hits_per_clip_lag1,radio_diplomacy_hits_per_clip_delta,radio_violence_to_diplomacy_ratio_lag1,radio_violence_to_diplomacy_ratio_delta,radio_n_stations_lag1,radio_n_stations_delta,radio_commentary_share_lag1,radio_commentary_share_delta,radio_mean_text_len_lag1,radio_mean_text_len_delta
2024-01-08,314,32,13,12,1.2547770700636942,-2.4052943644216427,0.7547770700636943,81,CG,0.10191082802547771,0.041401273885350316,0.03821656050955414,0.20050272323905355,0.053564672885665805,0.13238804602406906,0.056214485230071144,-0.1853463719080952,0.8076121597973412,0,0,0,0,0,334.0,517.0,-20.0,0.20958083832335328,0.27852998065764023,-0.10767001029787557,0.16766467065868262,0.10058027079303675,-0.12626339677333231,0.03293413173652695,0.19342359767891681,0.00528242877302719,-1.254191616766467,-1.9311411992263057,2.508968686830161,71.0,67.0,10.0,-3.294524084369025,-6.234905296154258,0.8892297199473824,0.9011976047904192,0.9535783365570599,-0.1464205347267249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-15,421,48,35,22,0.7180522565320665,-2.752519350714839,0.7672209026128266,78,CG,0.11401425178147269,0.0831353919239905,0.052256532066508314,0.19621611909933287,0.056226164721334994,0.12843209940934217,0.05810652022336989,-0.12273230921366955,0.8442524655343003,0,0,0,1,0,314.0,334.0,107.0,0.10191082802547771,0.20958083832335328,0.012103423755994977,0.041401273885350316,0.16766467065868262,0.04173411803864018,0.03821656050955414,0.03293413173652695,0.014039971556954176,1.2547770700636942,-1.254191616766467,-0.5367248135316277,81.0,71.0,-3.0,-2.4052943644216427,-3.294524084369025,-0.3472249862931962,0.7547770700636943,0.9011976047904192,0.012443832549132283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-22,460,54,30,23,0.5715217391304347,-2.1935916106013287,0.6565217391304348,67,CG,0.11739130434782609,0.06521739130434782,0.05,0.192791041294422,0.057493286709510615,0.1265447365974525,0.05757656136270258,-0.08769961897426388,0.8433430552448313,0,0,0,0,0,421.0,314.0,39.0,0.11401425178147269,0.10191082802547771,0.0033770525663534,0.0831353919239905,0.041401273885350316,-0.017918000619642674,0.052256532066508314,0.03821656050955414,-0.0022565320665083113,0.7180522565320665,1.2547770700636942,-0.1465305174016318,78.0,81.0,-11.0,-2.752519350714839,-2.4052943644216427,0.5589277401135102,0.7672209026128266,0.7547770700636943,-0.11069916348239184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-29,287,51,48,1,0.5829268292682926,-3.400789316362934,0.7839721254355401,59,CG,0.17770034843205576,0.1672473867595819,0.003484320557491289,0.18977505181655818,0.058267954994425324,0.12409164278572832,0.05768339997043921,-0.06133076465007594,0.8360478103878823,0,0,1,0,0,460.0,421.0,-173.0,0.11739130434782609,0.11401425178147269,0.06030904408422967,0.06521739130434782,0.0831353919239905,0.10202999545523407,0.05,0.052256532066508314,-0.046515679442508714,0.5715217391304347,0.7180522565320665,0.011405090137857954,67.0,78.0,-8.0,-2.1935916106013287,-2.752519350714839,-1.2071977057616055,0.6565217391304348,0.7672209026128266,0.1274503863051053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-05,393,74,67,14,0.04045801526717558,-4.619353575912518,0.8880407124681934,82,CG,0.18829516539440203,0.17048346055979643,0.035623409669211195,0.18931064014792345,0.05713979374490379,0.125751479092415,0.05714815060484072,-0.03655162642244638,0.8288432008396406,0,1,0,0,0,287.0,460.0,106.0,0.17770034843205576,0.11739130434782609,0.010594816962346265,0.1672473867595819,0.06521739130434782,0.0032360738002145395,0.003484320557491289,0.05,0.03213908911171991,0.5829268292682926,0.5715217391304347,-0.542468814001117,59.0,67.0,23.0,-3.400789316362934,-2.1935916106013287,-1.2185642595495838,0.7839721254355401,0.6565217391304348,0.10406858703265331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-12,582,196,145,60,-2.2403780068728523,-5.568948284765177,0.9278350515463918,76,CG,0.33676975945017185,0.24914089347079038,0.10309278350515463,0.18927302997186712,0.05603051837616452,0.12740821914676245,0.05669575307640902,-0.0336994174709789,0.812882741254763,1,0,0,0,0,393.0,287.0,189.0,0.18829516539440203,0.17770034843205576,0.14847459405576982,0.17048346055979643,0.1672473867595819,0.07865743291099395,0.035623409669211195,0.003484320557491289,0.06746937383594344,0.04045801526717558,0.5829268292682926,-2.280836022140028,82.0,59.0,-6.0,-4.619353575912518,-3.400789316362934,-0.9495947088526586,0.8880407124681934,0.7839721254355401,0.039794339078198404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-19,428,88,58,24,-0.4436915887850467,-3.702741794604444,0.8130841121495327,88,CG,0.205607476635514,0.13551401869158877,0.056074766355140186,0.194540770310378,0.06164510267477903,0.13175581465833489,0.06020465664560394,-0.11250936709247437,0.9001184962165187,0,0,0,0,0,582.0,393.0,-154.0,0.33676975945017185,0.18829516539440203,-0.13116228281465783,0.24914089347079038,0.17048346055979643,-0.11362687477920161,0.10309278350515463,0.035623409669211195,-0.04701801715001445,-2.2403780068728523,0.04045801526717558,1.7966864180878055,76.0,82.0,12.0,-5.568948284765177,-4.619353575912518,1.8662064901607325,0.9278350515463918,0.8880407124681934,-0.1147509393968591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26,351,88,48,22,0.22051282051282048,-3.8163201465406047,0.8888888888888888,67,CG,0.25071225071225073,0.13675213675213677,0.06267806267806268,0.1949223808733137,0.06056916155432375,0.13188540790086087,0.059123918132269186,-0.12392944370256308,0.8860356900434363,0,0,0,0,0,428.0,582.0,-77.0,0.205607476635514,0.33676975945017185,0.045104774076736714,0.13551401869158877,0.24914089347079038,0.0012381180605479936,0.056074766355140186,0.10309278350515463,0.006603296322922496,-0.4436915887850467,-2.2403780068728523,0.6642044092978672,88.0,76.0,-21.0,-3.702741794604444,-5.568948284765177,-0.11357835193616062,0.8130841121495327,0.9278350515463918,0.07580477673935615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-04,234,46,40,11,-0.5354700854700855,-3.921818921795587,0.8547008547008547,57,CG,0.19658119658119658,0.17094017094017094,0.04700854700854701,0.1967820432012783,0.06038103508394507,0.1320476321959034,0.05810239208583006,-0.11244803489538362,0.8728934173550756,0,0,0,0,0,351.0,428.0,-117.0,0.25071225071225073,0.205607476635514,-0.05413105413105415,0.13675213675213677,0.13551401869158877,0.03418803418803418,0.06267806267806268,0.056074766355140186,-0.015669515669515674,0.22051282051282048,-0.4436915887850467,-0.755982905982906,67.0,88.0,-10.0,-3.8163201465406047,-3.702741794604444,-0.1054987752549823,0.8888888888888888,0.8130841121495327,-0.03418803418803418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-11,284,57,47,10,0.8140845070422534,-4.2923130854571765,0.9014084507042254,63,CG,0.2007042253521127,0.16549295774647887,0.035211267605633804,0.19677556427804985,0.05936616645153605,0.13330223021991203,0.057551306409871474,-0.12609390749456756,0.8615783921396142,0,0,0,0,0,234.0,351.0,50.0,0.19658119658119658,0.25071225071225073,0.0041230287709161095,0.17094017094017094,0.13675213675213677,-0.005447213193692069,0.04700854700854701,0.06267806267806268,-0.011797279402913204,-0.5354700854700855,0.22051282051282048,1.349554592512339,57.0,67.0,6.0,-3.921818921795587,-3.8163201465406047,-0.3704941636615895,0.8547008547008547,0.8888888888888888,0.04670759600337071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-18,309,49,14,35,1.9220064724919093,-4.9928863844533495,0.8220064724919094,61,CG,0.15857605177993528,0.045307443365695796,0.11326860841423948,0.19689833493661432,0.058404927882033636,0.13430819045511724,0.05690071897934071,-0.0967133320402919,0.8637097825447536,0,0,0,0,0,284.0,234.0,25.0,0.2007042253521127,0.19658119658119658,-0.04212817357217741,0.16549295774647887,0.17094017094017094,-0.12018551438078308,0.035211267605633804,0.04700854700854701,0.07805734080860569,0.8140845070422534,-0.5354700854700855,1.107921965449656,63.0,57.0,-2.0,-4.2923130854571765,-3.921818921795587,-0.700573298996173,0.9014084507042254,0.8547008547008547,-0.07940197821231598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25,288,34,34,0,0.9416666666666667,-5.190791495251254,0.90625,56,CG,0.11805555555555555,0.11805555555555555,0.0,0.19573705362883617,0.05787089565989526,0.13161119811907418,0.05810807417030569,-0.03554000463022519,0.9198772011121132,0,0,0,0,1,309.0,284.0,-21.0,0.15857605177993528,0.2007042253521127,-0.040520496224379726,0.045307443365695796,0.16549295774647887,0.07274811218985976,0.11326860841423948,0.035211267605633804,-0.11326860841423948,1.9220064724919093,0.8140845070422534,-0.9803398058252426,61.0,63.0,-5.0,-4.9928863844533495,-4.2923130854571765,-0.19790511079790463,0.8220064724919094,0.9014084507042254,0.08424352750809061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,210,45,27,13,0.7257142857142858,-3.08119434142098,0.780952380952381,53,CG,0.21428571428571427,0.12857142857142856,0.06190476190476191,0.19345230368550437,0.058523818100734606,0.13121250274955892,0.057268081954432025,-0.006798631945022491,0.9212050194820469,0,0,0,0,0,288.0,309.0,-78.0,0.11805555555555555,0.15857605177993528,0.09623015873015872,0.11805555555555555,0.045307443365695796,0.010515873015873006,0.0,0.11326860841423948,0.06190476190476191,0.9416666666666667,1.9220064724919093,-0.2159523809523809,56.0,61.0,-3.0,-5.190791495251254,-4.9928863844533495,2.1095971538302742,0.90625,0.8220064724919094,-0.12529761904761905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,213,28,23,5,0.8990610328638498,-1.16757639675483,0.6103286384976526,48,CG,0.13145539906103287,0.107981220657277,0.023474178403755867,0.19404754398836752,0.05776419115667884,0.1311370434873266,0.056421385164959,0.014130308559529172,0.9159639916597921,0,0,0,0,1,210.0,288.0,3.0,0.21428571428571427,0.11805555555555555,-0.0828303152246814,0.12857142857142856,0.11805555555555555,-0.02059020791415156,0.06190476190476191,0.0,-0.03843058350100604,0.7257142857142858,0.9416666666666667,0.173346747149564,53.0,56.0,-5.0,-3.08119434142098,-5.190791495251254,1.9136179446661499,0.780952380952381,0.90625,-0.17062374245472833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,217,46,36,8,0.41658986175115204,-3.7558351217021517,0.783410138248848,59,CG,0.2119815668202765,0.16589861751152074,0.03686635944700461,0.19230887329594157,0.05788086533022429,0.1304938261864919,0.05574328142444935,0.03871171756798252,0.9147522802740338,0,0,0,0,0,213.0,210.0,4.0,0.13145539906103287,0.21428571428571427,0.08052616775924362,0.107981220657277,0.12857142857142856,0.05791739685424374,0.023474178403755867,0.06190476190476191,0.013392181043248741,0.8990610328638498,0.7257142857142858,-0.4824711711126977,48.0,53.0,11.0,-1.16757639675483,-3.08119434142098,-2.5882587249473215,0.6103286384976526,0.780952380952381,0.17308149975119536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,323,53,16,27,1.0492260061919505,-2.173151563356744,0.7832817337461301,62,CG,0.16408668730650156,0.04953560371517028,0.08359133126934984,0.1928405677155182,0.05716286795135897,0.13145071243851972,0.05527094643900517,0.04892464038374386,0.9040947490731646,0,0,0,1,0,217.0,213.0,106.0,0.2119815668202765,0.13145539906103287,-0.04789487951377494,0.16589861751152074,0.107981220657277,-0.11636301379635046,0.03686635944700461,0.023474178403755867,0.04672497182234523,0.41658986175115204,0.8990610328638498,0.6326361444407984,59.0,48.0,3.0,-3.7558351217021517,-1.16757639675483,1.5826835583454075,0.783410138248848,0.6103286384976526,-0.00012840450271789372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,337,73,31,19,-0.005341246290801203,-3.7218151695904624,0.7922848664688428,73,CG,0.2166172106824926,0.09198813056379822,0.05637982195845697,0.19208388665212298,0.05657771338730985,0.1292950516826421,0.05611501089857628,0.07524836053659141,0.9064366604796541,0,0,0,0,1,323.0,217.0,14.0,0.16408668730650156,0.2119815668202765,0.05253052337599104,0.04953560371517028,0.16589861751152074,0.042452526848627936,0.08359133126934984,0.03686635944700461,-0.02721150931089287,1.0492260061919505,0.41658986175115204,-1.0545672524827516,62.0,59.0,11.0,-2.173151563356744,-3.7558351217021517,-1.5486636062337182,0.7832817337461301,0.783410138248848,0.009003132722712692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,378,87,42,37,0.33941798941798945,-3.354272098435025,0.798941798941799,80,CG,0.23015873015873015,0.1111111111111111,0.09788359788359788,0.1927129462426453,0.05596635365962582,0.1283384639616461,0.05569305295479401,0.07318196036153006,0.8945234349321478,0,0,1,1,1,337.0,323.0,41.0,0.2166172106824926,0.16408668730650156,0.013541519476237551,0.09198813056379822,0.04953560371517028,0.019122980547312887,0.05637982195845697,0.08359133126934984,0.04150377592514091,-0.005341246290801203,1.0492260061919505,0.34475923570879063,73.0,62.0,7.0,-3.7218151695904624,-2.173151563356744,0.3675430711554375,0.7922848664688428,0.7832817337461301,0.0066569324729561785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,325,59,46,19,-0.6683076923076924,-3.8952303716760373,0.84,65,CG,0.18153846153846154,0.14153846153846153,0.05846153846153846,0.19364909084054743,0.05556054130614149,0.12790778014038273,0.05504184323143703,0.07983786108794154,0.8839835863572976,0,1,0,0,0,378.0,337.0,-53.0,0.23015873015873015,0.2166172106824926,-0.04862026862026861,0.1111111111111111,0.09198813056379822,0.030427350427350425,0.09788359788359788,0.05637982195845697,-0.03942205942205942,0.33941798941798945,-0.005341246290801203,-1.0077256817256819,80.0,73.0,-15.0,-3.354272098435025,-3.7218151695904624,-0.5409582732410123,0.798941798941799,0.7922848664688428,0.041058201058201016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-20,507,148,111,35,-1.4642998027613412,-4.270691238270115,0.8994082840236687,98,CG,0.29191321499013806,0.21893491124260356,0.06903353057199212,0.1933537096380575,0.054894231561447585,0.12824023578423832,0.05439113889795493,0.06159040856609681,0.8806492246578078,1,0,1,0,1,325.0,378.0,182.0,0.18153846153846154,0.23015873015873015,0.11037475345167652,0.14153846153846153,0.1111111111111111,0.07739644970414203,0.05846153846153846,0.09788359788359788,0.010571992110453655,-0.6683076923076924,0.33941798941798945,-0.7959921104536488,65.0,80.0,33.0,-3.8952303716760373,-3.354272098435025,-0.37546086659407774,0.84,0.798941798941799,0.05940828402366871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27,421,96,74,19,-0.35843230403800475,-2.14868355645371,0.6959619952494062,73,CG,0.22802850356294538,0.17577197149643706,0.04513064133016627,0.19570036452739278,0.05631309627582744,0.1303996328189613,0.05551653631212456,0.025259689248776862,0.9011459712792269,0,1,0,1,1,507.0,325.0,-86.0,0.29191321499013806,0.18153846153846154,-0.06388471142719268,0.21893491124260356,0.14153846153846153,-0.0431629397461665,0.06903353057199212,0.05846153846153846,-0.023902889241825848,-1.4642998027613412,-0.6683076923076924,1.1058674987233363,98.0,65.0,-25.0,-4.270691238270115,-3.8952303716760373,2.122007681816405,0.8994082840236687,0.84,-0.20344628877426252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,271,74,49,17,-0.7730627306273062,-4.696738985081334,0.8450184501845018,72,CG,0.2730627306273063,0.18081180811808117,0.06273062730627306,0.19645218171426607,0.055856653485666936,0.13145480348587935,0.0552863307664904,0.01633661963745636,0.8922740124590574,1,0,0,1,0,421.0,507.0,-150.0,0.22802850356294538,0.29191321499013806,0.045034227064360915,0.17577197149643706,0.21893491124260356,0.005039836621644117,0.04513064133016627,0.06903353057199212,0.01759998597610679,-0.35843230403800475,-1.4642998027613412,-0.4146304265893015,73.0,98.0,-1.0,-2.14868355645371,-4.270691238270115,-2.548055428627624,0.6959619952494062,0.8994082840236687,0.14905645493509567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,366,85,80,5,-1.3265027322404372,-4.013436221847367,0.8360655737704918,70,CG,0.23224043715846995,0.2185792349726776,0.01366120218579235,0.19819333055319885,0.05639857058604635,0.13257655359115667,0.05514400581083992,-0.0016042746867427904,0.8898315905844305,0,0,1,0,0,271.0,421.0,95.0,0.2730627306273063,0.22802850356294538,-0.04082229346883634,0.18081180811808117,0.17577197149643706,0.037767426854596414,0.06273062730627306,0.04513064133016627,-0.04906942512048071,-0.7730627306273062,-0.35843230403800475,-0.553440001613131,72.0,73.0,-2.0,-4.696738985081334,-2.14868355645371,0.683302763233967,0.8450184501845018,0.6959619952494062,-0.008952876414009991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-17,266,45,29,15,-0.5887218045112782,-4.061625117698959,0.9060150375939849,57,CG,0.16917293233082706,0.10902255639097744,0.05639097744360902,0.19894993292220484,0.05598453362010984,0.1344877242885238,0.05600104191512377,-0.031046462632380444,0.9015612616748229,0,1,1,1,0,366.0,271.0,-100.0,0.23224043715846995,0.2730627306273063,-0.0630675048276429,0.2185792349726776,0.18081180811808117,-0.10955667858170015,0.01366120218579235,0.06273062730627306,0.04272977525781667,-1.3265027322404372,-0.7730627306273062,0.737780927729159,70.0,72.0,-13.0,-4.013436221847367,-4.696738985081334,-0.048188895851592584,0.8360655737704918,0.8450184501845018,0.0699494638234931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,217,71,65,3,-1.3861751152073734,-3.6972867462491252,0.8986175115207373,53,CG,0.3271889400921659,0.2995391705069124,0.013824884792626729,0.19830260682239229,0.05553281042964204,0.13393413368205537,0.055502454821347164,-0.04316983962974779,0.8952715299449254,1,1,0,1,0,266.0,366.0,-49.0,0.16917293233082706,0.23224043715846995,0.15801600776133887,0.10902255639097744,0.2185792349726776,0.19051661411593498,0.05639097744360902,0.01366120218579235,-0.04256609265098229,-0.5887218045112782,-1.3265027322404372,-0.7974533106960952,57.0,70.0,-4.0,-4.061625117698959,-4.013436221847367,0.36433837144983405,0.9060150375939849,0.8360655737704918,-0.007397526073247618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-01,389,115,91,24,-0.9221079691516709,-4.811319322765299,0.884318766066838,59,CG,0.29562982005141386,0.23393316195372751,0.061696658097686374,0.20104486923238746,0.05805421628258074,0.13745764510386085,0.05997554376338073,-0.07174441996118662,0.9068973314805809,1,0,1,0,0,217.0,266.0,172.0,0.3271889400921659,0.16917293233082706,-0.031559120040752064,0.2995391705069124,0.10902255639097744,-0.06560600855318491,0.013824884792626729,0.05639097744360902,0.047871773305059644,-1.3861751152073734,-0.5887218045112782,0.46406714605570243,53.0,57.0,6.0,-3.6972867462491252,-4.061625117698959,-1.1140325765161738,0.8986175115207373,0.9060150375939849,-0.014298745453899309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-08,278,61,50,10,-0.7593525179856115,-4.1374407751402735,0.762589928057554,66,CG,0.21942446043165467,0.17985611510791366,0.03597122302158273,0.20301538904111718,0.059033593879723054,0.13946755170489974,0.06094620014338087,-0.08946032723598839,0.9055542632911912,0,1,1,0,1,389.0,217.0,-111.0,0.29562982005141386,0.3271889400921659,-0.07620535961975919,0.23393316195372751,0.2995391705069124,-0.05407704684581385,0.061696658097686374,0.013824884792626729,-0.025725435076103642,-0.9221079691516709,-1.3861751152073734,0.16275545116605938,59.0,53.0,7.0,-4.811319322765299,-3.6972867462491252,0.6738785476250255,0.884318766066838,0.8986175115207373,-0.12172883800928402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-15,206,90,83,7,-3.15,-5.2848487530653765,0.883495145631068,51,CG,0.4368932038834951,0.4029126213592233,0.03398058252427184,0.20335026804908732,0.05846243937868112,0.14029180810087963,0.06058337801158669,-0.10313159643496028,0.9011675053287511,1,1,0,0,0,278.0,389.0,-72.0,0.21942446043165467,0.29562982005141386,0.21746874345184045,0.17985611510791366,0.23393316195372751,0.22305650625130963,0.03597122302158273,0.061696658097686374,-0.0019906404973108888,-0.7593525179856115,-0.9221079691516709,-2.3906474820143884,66.0,59.0,-15.0,-4.1374407751402735,-4.811319322765299,-1.147407977925103,0.762589928057554,0.884318766066838,0.12090521757351402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,246,69,47,19,-0.790650406504065,-3.9870077467528904,0.9024390243902439,56,CG,0.2804878048780488,0.1910569105691057,0.07723577235772358,0.2080211267657755,0.06662545081054015,0.1455442243660465,0.0705325067491311,-0.16406896450626107,0.9905541307873214,1,0,0,0,0,206.0,278.0,40.0,0.4368932038834951,0.21942446043165467,-0.1564053990054463,0.4029126213592233,0.17985611510791366,-0.21185571079011759,0.03398058252427184,0.03597122302158273,0.04325518983345174,-3.15,-0.7593525179856115,2.359349593495935,51.0,66.0,5.0,-5.2848487530653765,-4.1374407751402735,1.2978410063124861,0.883495145631068,0.762589928057554,0.018943878759175914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,121,23,5,18,-0.24545454545454545,-4.152546294902461,0.7355371900826446,40,CG,0.19008264462809918,0.04132231404958678,0.1487603305785124,0.2094420420228789,0.06673185663800221,0.14643662997787119,0.07011386164466143,-0.176354875133669,0.9845159520782824,0,0,0,0,0,246.0,206.0,-125.0,0.2804878048780488,0.4368932038834951,-0.09040516024994963,0.1910569105691057,0.4029126213592233,-0.14973459651951893,0.07723577235772358,0.03398058252427184,0.07152455822078882,-0.790650406504065,-3.15,0.5451958610495196,56.0,51.0,-16.0,-3.9870077467528904,-5.2848487530653765,-0.16553854814957036,0.9024390243902439,0.883495145631068,-0.1669018343075993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-05,267,33,17,14,0.7052434456928839,-3.670206453188485,0.9101123595505618,52,CG,0.12359550561797752,0.06367041198501873,0.052434456928838954,0.2090697459191331,0.06612890165768079,0.14441520082540418,0.07093689794691026,-0.17768371494753202,0.9748631471263105,0,0,0,1,0,121.0,246.0,146.0,0.19008264462809918,0.2804878048780488,-0.06648713901012165,0.04132231404958678,0.1910569105691057,0.02234809793543195,0.1487603305785124,0.07723577235772358,-0.09632587364967345,-0.24545454545454545,-0.790650406504065,0.9506979911474294,40.0,56.0,12.0,-4.152546294902461,-3.9870077467528904,0.4823398417139759,0.7355371900826446,0.9024390243902439,0.17457516946791718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-12,433,40,31,12,1.1533487297921479,-3.5200347148619033,0.8637413394919169,91,CG,0.09237875288683603,0.07159353348729793,0.02771362586605081,0.20745702440401698,0.0665340590868475,0.1428917142435101,0.0711216354252686,-0.16102471191658077,0.9730317176191269,0,0,0,0,0,267.0,121.0,166.0,0.12359550561797752,0.19008264462809918,-0.031216752731141495,0.06367041198501873,0.04132231404958678,0.007923121502279196,0.052434456928838954,0.1487603305785124,-0.024720831062788145,0.7052434456928839,-0.24545454545454545,0.448105284099264,52.0,40.0,39.0,-3.670206453188485,-4.152546294902461,0.15017173832658148,0.9101123595505618,0.7355371900826446,-0.04637102005864491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19,393,46,36,6,0.5608142493638677,-3.0805797976391247,0.8015267175572519,87,CG,0.11704834605597965,0.0916030534351145,0.015267175572519083,0.20532594530184697,0.06773845103007957,0.14157137756283952,0.07111248308870591,-0.13668446299604875,0.9802647215541299,0,0,1,0,0,433.0,267.0,-40.0,0.09237875288683603,0.12359550561797752,0.02466959316914362,0.07159353348729793,0.06367041198501873,0.02000951994781658,0.02771362586605081,0.052434456928838954,-0.012446450293531726,1.1533487297921479,0.7052434456928839,-0.5925344804282802,91.0,52.0,-4.0,-3.5200347148619033,-3.670206453188485,0.43945491722277863,0.8637413394919169,0.9101123595505618,-0.06221462193466498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,340,43,30,14,0.7391176470588234,-3.486940393382894,0.9058823529411765,69,CG,0.1264705882352941,0.08823529411764706,0.041176470588235294,0.2037208980428312,0.06815581623118369,0.14066286257869906,0.0707724123315337,-0.12400266822586846,0.9756893280913388,0,1,0,0,1,393.0,433.0,-53.0,0.11704834605597965,0.09237875288683603,0.009422242179314463,0.0916030534351145,0.07159353348729793,-0.003367759317467439,0.015267175572519083,0.02771362586605081,0.025909295015716212,0.5608142493638677,1.1533487297921479,0.17830339769495573,87.0,91.0,-18.0,-3.0805797976391247,-3.5200347148619033,-0.40636059574376926,0.8015267175572519,0.8637413394919169,0.10435563538392456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-02,677,184,122,62,-0.7998522895125554,-7.462373984698023,0.9202363367799113,79,CG,0.2717872968980798,0.18020679468242246,0.0915805022156573,0.20234142822483947,0.0683177963432729,0.1397266559990374,0.07047516927649948,-0.10858980545292753,0.9736345723959258,1,0,0,0,0,340.0,393.0,337.0,0.1264705882352941,0.11704834605597965,0.14531670866278568,0.08823529411764706,0.0916030534351145,0.09197150056477539,0.041176470588235294,0.015267175572519083,0.05040403162742201,0.7391176470588234,0.5608142493638677,-1.538969936571379,69.0,87.0,10.0,-3.486940393382894,-3.0805797976391247,-3.975433591315129,0.9058823529411765,0.8015267175572519,0.014353983838734874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,385,82,42,40,-0.40831168831168835,-5.4166633919962015,0.8181818181818182,69,CG,0.21298701298701297,0.10909090909090909,0.1038961038961039,0.2035597767980542,0.06832704844386525,0.14043683387067574,0.0700485947625202,-0.12071721745397364,0.9692365923386014,0,0,0,0,0,677.0,340.0,-292.0,0.2717872968980798,0.1264705882352941,-0.058800283911066814,0.18020679468242246,0.08823529411764706,-0.07111588559151337,0.0915805022156573,0.041176470588235294,0.012315601680446597,-0.7998522895125554,0.7391176470588234,0.39154060120086703,79.0,69.0,-10.0,-7.462373984698023,-3.486940393382894,2.0457105927018215,0.9202363367799113,0.9058823529411765,-0.10205451859809311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
