week,n_events,n_material_conflict,n_severe_root,n_coerce_protest_root,mean_goldstein,mean_tone,tone_neg_share,distinct_actors,country,material_conflict_share,severe_root_share,coerce_protest_share,baseline_mean_material_conflict_share,baseline_std_material_conflict_share,baseline_mean_severe_root_share,baseline_std_severe_root_share,baseline_mean_mean_goldstein,baseline_std_mean_goldstein,escalation_quad,label_quad_1,label_quad_2,label_quad_4,label_quad_8,n_events_lag1,n_events_lag2,n_events_delta,material_conflict_share_lag1,material_conflict_share_lag2,material_conflict_share_delta,severe_root_share_lag1,severe_root_share_lag2,severe_root_share_delta,coerce_protest_share_lag1,coerce_protest_share_lag2,coerce_protest_share_delta,mean_goldstein_lag1,mean_goldstein_lag2,mean_goldstein_delta,distinct_actors_lag1,distinct_actors_lag2,distinct_actors_delta,mean_tone_lag1,mean_tone_lag2,mean_tone_delta,tone_neg_share_lag1,tone_neg_share_lag2,tone_neg_share_delta,radio_n_clips,radio_mean_relevance,radio_conflict_clip_share,radio_actor_hits_per_clip,radio_location_hits_per_clip,radio_violence_hits_per_clip,radio_diplomacy_hits_per_clip,radio_violence_to_diplomacy_ratio,radio_n_stations,radio_commentary_share,radio_mean_text_len,radio_n_clips_lag1,radio_n_clips_delta,radio_mean_relevance_lag1,radio_mean_relevance_delta,radio_conflict_clip_share_lag1,radio_conflict_clip_share_delta,radio_actor_hits_per_clip_lag1,radio_actor_hits_per_clip_delta,radio_location_hits_per_clip_lag1,radio_location_hits_per_clip_delta,radio_violence_hits_per_clip_lag1,radio_violence_hits_per_clip_delta,radio_diplomacy_hits_per_clip_lag1,radio_diplomacy_hits_per_clip_delta,radio_violence_to_diplomacy_ratio_lag1,radio_violence_to_diplomacy_ratio_delta,radio_n_stations_lag1,radio_n_stations_delta,radio_commentary_share_lag1,radio_commentary_share_delta,radio_mean_text_len_lag1,radio_mean_text_len_delta
2023-10-16,210,42,39,3,-0.7233333333333334,-4.635396934585493,0.8523809523809524,57,CG,0.2,0.18571428571428572,0.014285714285714285,0.2030135166609533,0.06151427788508313,0.12862514569267908,0.06758117392004374,0.03518603125138788,0.7937682678809219,0,1,0,0,0,258.0,464.0,-48.0,0.23255813953488372,0.22629310344827586,-0.03255813953488371,0.13565891472868216,0.16379310344827586,0.05005537098560356,0.08527131782945736,0.05818965517241379,-0.07098560354374307,-0.5348837209302325,-0.3584051724137931,-0.18844961240310087,70.0,82.0,-13.0,-3.949605946178577,-3.610779624795459,-0.6857909884069158,0.8062015503875969,0.8836206896551724,0.04617940199335546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-23,286,82,72,6,-1.2241258741258743,-4.847027157143102,0.8601398601398601,57,CG,0.2867132867132867,0.2517482517482518,0.02097902097902098,0.20273956060086665,0.058364640978098584,0.13381506751282515,0.0663835953761288,-0.03377027461995041,0.7869980623221688,1,0,0,0,0,210.0,258.0,76.0,0.2,0.23255813953488372,0.08671328671328671,0.18571428571428572,0.13565891472868216,0.06603396603396605,0.014285714285714285,0.08527131782945736,0.006693306693306695,-0.7233333333333334,-0.5348837209302325,-0.5007925407925409,57.0,70.0,0.0,-4.635396934585493,-3.949605946178577,-0.21163022255760922,0.8523809523809524,0.8062015503875969,0.0077589077589077515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-30,265,52,37,8,-0.23698113207547175,-3.3060349599598844,0.8264150943396227,63,CG,0.19622641509433963,0.13962264150943396,0.03018867924528302,0.20973737111023497,0.060699159511274706,0.14364283286577736,0.07186922064197308,-0.1329665745787774,0.8253113507892494,0,0,0,0,1,286.0,210.0,-21.0,0.2867132867132867,0.2,-0.09048687161894708,0.2517482517482518,0.18571428571428572,-0.11212561023881781,0.02097902097902098,0.014285714285714285,0.00920965826626204,-1.2241258741258743,-0.7233333333333334,0.9871447420504025,57.0,57.0,6.0,-4.847027157143102,-4.635396934585493,1.5409921971832174,0.8601398601398601,0.8523809523809524,-0.03372476580023742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-06,286,57,39,16,-0.06713286713286715,-2.6229288394615464,0.7902097902097902,63,CG,0.1993006993006993,0.13636363636363635,0.055944055944055944,0.20869806680131994,0.05823570751465222,0.1433335873768279,0.06881857328332633,-0.14096769438621543,0.79070189696625,0,0,0,0,0,265.0,286.0,21.0,0.19622641509433963,0.2867132867132867,0.003074284206359662,0.13962264150943396,0.2517482517482518,-0.0032590051457976055,0.03018867924528302,0.02097902097902098,0.025755376698772925,-0.23698113207547175,-1.2241258741258743,0.1698482649426046,63.0,57.0,0.0,-3.3060349599598844,-4.847027157143102,0.683106120498338,0.8264150943396227,0.8601398601398601,-0.03620530412983247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-13,299,53,37,18,-0.09698996655518395,-3.307330863127216,0.8461538461538461,62,CG,0.17725752508361203,0.12374581939799331,0.06020066889632107,0.20802682626556132,0.05600739935918587,0.14283573373302846,0.06614498210321366,-0.1356937781538334,0.7599380572638739,0,0,0,0,0,286.0,265.0,13.0,0.1993006993006993,0.19622641509433963,-0.022043174217087264,0.13636363636363635,0.13962264150943396,-0.012617816965643042,0.055944055944055944,0.03018867924528302,0.004256612952265128,-0.06713286713286715,-0.23698113207547175,-0.029857099422316805,63.0,63.0,-1.0,-2.6229288394615464,-3.3060349599598844,-0.6844020236656694,0.7902097902097902,0.8264150943396227,0.05594405594405594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-20,384,46,36,10,0.6825520833333334,-3.3549859819912036,0.8515625,70,CG,0.11979166666666667,0.09375,0.026041666666666668,0.20597553952009803,0.054551684152524524,0.14156307277735947,0.0639291976594563,-0.1331135240472568,0.7323628189817886,0,0,0,0,0,299.0,286.0,85.0,0.17725752508361203,0.1993006993006993,-0.05746585841694536,0.12374581939799331,0.13636363636363635,-0.029995819397993312,0.06020066889632107,0.055944055944055944,-0.0341590022296544,-0.09698996655518395,-0.06713286713286715,0.7795420498885174,62.0,63.0,8.0,-3.307330863127216,-2.6229288394615464,-0.04765511886398777,0.8461538461538461,0.7902097902097902,0.005408653846153855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-27,245,46,29,10,0.12653061224489795,-3.109395343074983,0.8367346938775511,72,CG,0.18775510204081633,0.11836734693877551,0.04081632653061224,0.20058904746675857,0.05693612714146765,0.1385747557287745,0.06290755211431714,-0.0821344235859699,0.7363288515737789,0,0,0,1,0,384.0,299.0,-139.0,0.11979166666666667,0.17725752508361203,0.06796343537414966,0.09375,0.12374581939799331,0.024617346938775514,0.026041666666666668,0.06020066889632107,0.014774659863945574,0.6825520833333334,-0.09698996655518395,-0.5560214710884355,70.0,62.0,2.0,-3.3549859819912036,-3.307330863127216,0.24559063891622035,0.8515625,0.8461538461538461,-0.014827806122448939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-04,300,51,31,9,0.8456666666666667,-3.1655723130535103,0.76,63,CG,0.17,0.10333333333333333,0.03,0.19983410950052669,0.055215973645867424,0.13738608462348045,0.06110683324222908,-0.06986000971356589,0.7147413221345893,0,0,0,0,0,245.0,384.0,55.0,0.18775510204081633,0.11979166666666667,-0.017755102040816317,0.11836734693877551,0.09375,-0.015034013605442181,0.04081632653061224,0.026041666666666668,-0.010816326530612243,0.12653061224489795,0.6825520833333334,0.7191360544217688,72.0,70.0,-9.0,-3.109395343074983,-3.3549859819912036,-0.05617696997852706,0.8367346938775511,0.8515625,-0.07673469387755105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,576,126,74,23,-0.15850694444444444,-3.445384304605145,0.8194444444444444,86,CG,0.21875,0.1284722222222222,0.03993055555555555,0.19817665897271963,0.054026946141678515,0.13549426510736115,0.05982321471157274,-0.018997416581330757,0.7262030811163359,0,0,1,0,0,300.0,245.0,276.0,0.17,0.18775510204081633,0.04874999999999999,0.10333333333333333,0.11836734693877551,0.025138888888888877,0.03,0.04081632653061224,0.009930555555555554,0.8456666666666667,0.12653061224489795,-1.004173611111111,63.0,72.0,23.0,-3.1655723130535103,-3.109395343074983,-0.2798119915516346,0.76,0.8367346938775511,0.05944444444444441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-18,832,114,64,54,-0.3918269230769231,-4.085599962294221,0.9290865384615384,91,CG,0.13701923076923078,0.07692307692307693,0.06490384615384616,0.19925946639520808,0.05271646951927736,0.13512468390288015,0.058160029795418386,-0.02634002331096832,0.7064679005114523,0,1,0,0,1,576.0,300.0,256.0,0.21875,0.17,-0.08173076923076922,0.1284722222222222,0.10333333333333333,-0.05154914529914528,0.03993055555555555,0.03,0.024973290598290607,-0.15850694444444444,0.8456666666666667,-0.23331997863247864,86.0,63.0,5.0,-3.445384304605145,-3.1655723130535103,-0.6402156576890765,0.8194444444444444,0.76,0.10964209401709402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-25,517,144,52,100,-1.9311411992263057,-6.234905296154258,0.9535783365570599,67,CG,0.27852998065764023,0.10058027079303675,0.19342359767891681,0.1961474546139092,0.05316440510768287,0.13221460355389,0.058085535334471715,-0.04461436829926606,0.6924649236931016,1,0,0,0,0,832.0,576.0,-315.0,0.13701923076923078,0.21875,0.14151074988840945,0.07692307692307693,0.1284722222222222,0.02365719386995982,0.06490384615384616,0.03993055555555555,0.12851975152507067,-0.3918269230769231,-0.15850694444444444,-1.5393142761493825,91.0,86.0,-24.0,-4.085599962294221,-3.445384304605145,-2.1493053338600365,0.9290865384615384,0.8194444444444444,0.02449179809552149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01,334,70,56,11,-1.254191616766467,-3.294524084369025,0.9011976047904192,71,CG,0.20958083832335328,0.16766467065868262,0.03293413173652695,0.20007043204456307,0.0548481181288924,0.13070820675575412,0.057034084562826715,-0.13444897929579175,0.7905742792482356,0,0,0,0,0,517.0,832.0,-183.0,0.27852998065764023,0.13701923076923078,-0.06894914233428695,0.10058027079303675,0.07692307692307693,0.06708439986564588,0.19342359767891681,0.06490384615384616,-0.16048946594238986,-1.9311411992263057,-0.3918269230769231,0.6769495824598386,67.0,91.0,4.0,-6.234905296154258,-4.085599962294221,2.940381211785233,0.9535783365570599,0.9290865384615384,-0.05238073176664071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
