week,n_events,total_best_deaths,n_state_based,n_nonstate,n_onesided,n_distinct_dyads,country,deaths_per_event,state_based_share,baseline_mean_total_best_deaths,baseline_std_total_best_deaths,baseline_mean_n_events,baseline_std_n_events,escalation,label_1,label_2,label_4,label_8,n_events_lag1,n_events_lag2,n_events_delta,total_best_deaths_lag1,total_best_deaths_lag2,total_best_deaths_delta,deaths_per_event_lag1,deaths_per_event_lag2,deaths_per_event_delta,state_based_share_lag1,state_based_share_lag2,state_based_share_delta,n_distinct_dyads_lag1,n_distinct_dyads_lag2,n_distinct_dyads_delta
1989-04-24,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,2.3333333333333335,7.773303186177832,0.25,0.621581560508061,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-05-01,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,2.1538461538461537,7.47045462523482,0.23076923076923078,0.5991446895152781,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-05-08,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,2.0,7.200427337745576,0.21428571428571427,0.5789342235218394,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-05-15,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.8666666666666667,6.957695294386196,0.2,0.560611910581388,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-05-22,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.75,6.7379522111692065,0.1875,0.5439056290693572,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-05-29,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.6470588235294117,6.537786097665136,0.17647058823529413,0.5285941398709243,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-06-05,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.5555555555555556,6.35445394721846,0.16666666666666666,0.5144957554275265,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-06-12,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.4736842105263157,6.185722099701605,0.15789473684210525,0.5014598571212789,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-06-19,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.4,6.02975080221746,0.15,0.48936048492959283,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-06-26,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.3333333333333333,5.885009204184249,0.14285714285714285,0.4780914437337574,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-07-03,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.2727272727272727,5.750211740878336,0.13636363636363635,0.46756252909607565,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-07-10,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.2173913043478262,5.624269825247867,0.13043478260869565,0.45769658728016,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-07-17,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.1666666666666667,5.506254678064769,0.125,0.4484272031464406,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-07-24,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,1.12,5.395368384086484,0.12,0.4396968652757639,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
