week,n_events,total_best_deaths,n_state_based,n_nonstate,n_onesided,n_distinct_dyads,country,deaths_per_event,state_based_share,baseline_mean_total_best_deaths,baseline_std_total_best_deaths,baseline_mean_n_events,baseline_std_n_events,escalation,label_1,label_2,label_4,label_8,n_events_lag1,n_events_lag2,n_events_delta,total_best_deaths_lag1,total_best_deaths_lag2,total_best_deaths_delta,deaths_per_event_lag1,deaths_per_event_lag2,deaths_per_event_delta,state_based_share_lag1,state_based_share_lag2,state_based_share_delta,n_distinct_dyads_lag1,n_distinct_dyads_lag2,n_distinct_dyads_delta
1996-01-08,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.345303867403315,162.51815016486592,0.212707182320442,0.5634813310298628,0,0,1,0,1,0.0,1.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1996-01-15,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.31129476584022,162.2948158376184,0.21212121212121213,0.5628132440676697,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-22,1.0,12.0,0.0,1.0,0.0,1.0,CG,12.0,0.0,12.277472527472527,162.0723996916306,0.21153846153846154,0.5621474431391908,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0
1996-01-29,3.0,97.0,0.0,0.0,3.0,3.0,CG,32.333333333333336,0.0,12.276712328767124,161.84962030711452,0.2136986301369863,0.5628896863832025,1,0,0,1,0,1.0,0.0,2.0,12.0,0.0,85.0,12.0,0.0,20.333333333333336,0.0,0.0,0.0,1.0,0.0,2.0
1996-02-05,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.508196721311476,161.68841568970282,0.22131147540983606,0.580679268018336,0,0,0,1,1,3.0,1.0,-3.0,97.0,12.0,-97.0,32.333333333333336,12.0,-32.333333333333336,0.0,0.0,0.0,3.0,1.0,-3.0
1996-02-12,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.474114441416894,161.46869889099162,0.22070844686648503,0.5800005082996991,0,0,1,0,1,0.0,3.0,0.0,0.0,97.0,0.0,0.0,32.333333333333336,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1996-02-19,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.440217391304348,161.2498753545564,0.22010869565217392,0.5793240344806218,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-26,1.0,50.0,0.0,0.0,1.0,1.0,CG,50.0,0.0,12.40650406504065,161.0319390442927,0.21951219512195122,0.5786498344983826,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0
1996-03-04,2.0,18.0,0.0,0.0,2.0,1.0,CG,9.0,0.0,12.508108108108107,160.82546613452317,0.22162162162162163,0.5792880103965845,1,0,0,1,1,1.0,0.0,1.0,50.0,0.0,-32.0,50.0,0.0,-41.0,0.0,0.0,0.0,1.0,0.0,0.0
1996-03-11,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.522911051212938,160.60824046759706,0.22641509433962265,0.5858261251025141,0,0,0,1,1,2.0,1.0,-2.0,18.0,50.0,-18.0,9.0,50.0,-9.0,0.0,0.0,0.0,1.0,1.0,-1.0
1996-03-18,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.489247311827956,160.392955436359,0.22580645161290322,0.5851538329876611,0,0,1,0,1,0.0,2.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1996-03-25,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.455764075067025,160.17853379420205,0.225201072386059,0.5844837578792533,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-01,2.0,38.0,0.0,2.0,0.0,1.0,CG,19.0,0.0,12.422459893048128,159.96496978571267,0.22459893048128343,0.5838158883817769,1,1,0,1,1,0.0,0.0,2.0,0.0,0.0,38.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0
1996-04-08,2.0,5.0,0.0,1.0,1.0,2.0,CG,2.5,0.0,12.490666666666666,159.75642989021006,0.22933333333333333,0.5901992170992163,1,0,1,1,1,2.0,0.0,0.0,38.0,0.0,-33.0,19.0,0.0,-16.5,0.0,0.0,0.0,1.0,0.0,1.0
1996-04-15,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.470744680851064,159.54374679643192,0.23404255319148937,0.5964433592983194,0,1,1,1,0,2.0,2.0,-2.0,5.0,38.0,-5.0,2.5,19.0,-2.5,0.0,0.0,0.0,2.0,1.0,-2.0
1996-04-22,2.0,9.0,0.0,1.0,1.0,2.0,CG,4.5,0.0,12.437665782493369,159.33274083163172,0.23342175066312998,0.5957716387924827,1,1,1,0,0,0.0,2.0,2.0,0.0,5.0,9.0,0.0,2.5,4.5,0.0,0.0,0.0,0.0,2.0,2.0
1996-04-29,8.0,20.0,0.0,2.0,6.0,2.0,CG,2.5,0.0,12.428571428571429,159.12138212013227,0.23809523809523808,0.601879083557444,1,1,1,1,0,2.0,0.0,6.0,9.0,0.0,11.0,4.5,0.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0
1996-05-06,3.0,112.0,0.0,1.0,2.0,3.0,CG,37.333333333333336,0.0,12.448548812664908,158.91124063036617,0.25857519788918204,0.721292986957465,1,1,0,1,0,8.0,2.0,-5.0,20.0,9.0,92.0,2.5,4.5,34.833333333333336,0.0,0.0,0.0,2.0,2.0,1.0
1996-05-13,2.0,1.0,0.0,0.0,2.0,1.0,CG,0.5,0.0,12.710526315789474,158.78360307847416,0.2657894736842105,0.7339402159046403,1,0,1,0,0,3.0,8.0,-1.0,112.0,20.0,-111.0,37.333333333333336,2.5,-36.833333333333336,0.0,0.0,0.0,3.0,2.0,-2.0
1996-05-20,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,12.67979002624672,158.57567456632916,0.27034120734908135,0.7383389174054019,0,1,1,0,0,2.0,3.0,-2.0,1.0,112.0,-1.0,0.5,37.333333333333336,-0.5,0.0,0.0,0.0,1.0,3.0,-1.0
1996-05-27,3.0,282.0,0.0,1.0,2.0,2.0,CG,94.0,0.0,12.646596858638743,158.36876208602885,0.2696335078534031,0.7374990523435339,1,1,0,0,1,0.0,2.0,3.0,0.0,1.0,282.0,0.0,0.5,94.0,0.0,0.0,0.0,0.0,1.0,2.0
1996-06-03,3.0,33.0,0.0,0.0,3.0,3.0,CG,11.0,0.0,13.349869451697128,158.7590547979844,0.27676240208877284,0.7496302498313939,1,0,0,0,1,3.0,0.0,0.0,282.0,0.0,-249.0,94.0,0.0,-83.0,0.0,0.0,0.0,2.0,0.0,1.0
1996-06-10,1.0,30.0,0.0,0.0,1.0,1.0,CG,30.0,0.0,13.401041666666666,158.55483307138866,0.2838541666666667,0.7614399849888197,0,0,0,0,0,3.0,3.0,-2.0,33.0,282.0,-3.0,11.0,94.0,19.0,0.0,0.0,0.0,3.0,2.0,-2.0
1996-06-17,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,13.444155844155844,158.35050660170722,0.2857142857142857,0.7613232527895726,0,0,0,0,0,1.0,3.0,-1.0,30.0,33.0,-30.0,30.0,11.0,-30.0,0.0,0.0,0.0,1.0,3.0,-1.0
1996-06-24,1.0,3.0,0.0,0.0,1.0,1.0,CG,3.0,0.0,13.409326424870466,158.1462033280521,0.2849740932642487,0.7604729385298262,0,0,0,1,0,0.0,1.0,1.0,0.0,30.0,3.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0
1996-07-01,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,13.382428940568476,157.94210423916195,0.2868217054263566,0.7603564590457743,0,0,0,1,0,1.0,0.0,-1.0,3.0,0.0,-3.0,3.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,-1.0
1996-07-08,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,13.347938144329897,157.7393757676643,0.2860824742268041,0.7595130450043944,0,0,1,0,1,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1996-07-15,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,13.313624678663238,157.53742590671078,0.2853470437017995,0.7586723314909055,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-22,2.0,1.0,0.0,0.0,2.0,2.0,CG,0.5,0.0,13.27948717948718,157.3362496852902,0.2846153846153846,0.7578343049083139,1,1,0,0,1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0
1996-07-29,2.0,2.0,0.0,1.0,1.0,2.0,CG,1.0,0.0,13.248081841432224,157.1356341774918,0.289002557544757,0.7618175146545714,1,0,0,0,1,2.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0
1996-08-05,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,13.21938775510204,156.93559312793593,0.29336734693877553,0.7657347826070214,0,0,0,1,1,2.0,2.0,-2.0,2.0,1.0,-2.0,1.0,0.5,-1.0,0.0,0.0,0.0,2.0,2.0,-2.0
1996-08-12,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,13.185750636132315,156.73671085974578,0.2926208651399491,0.7649006213109668,0,0,0,1,1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1996-08-19,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,13.152284263959391,156.53858276965533,0.2918781725888325,0.7640690757715182,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-26,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,13.118987341772153,156.3412041033802,0.2911392405063291,0.7632401331608829,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-02,2.0,9.0,0.0,0.0,2.0,1.0,CG,4.5,0.0,13.085858585858587,156.14457014848745,0.2904040404040404,0.7624137807299427,1,1,1,1,1,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,1.0
1996-09-09,4.0,49.0,0.0,0.0,4.0,2.0,CG,12.25,0.0,13.075566750629722,155.94742811554232,0.2947103274559194,0.7662694815814965,1,1,1,1,1,2.0,0.0,2.0,9.0,0.0,40.0,4.5,0.0,7.75,0.0,0.0,0.0,1.0,0.0,1.0
1996-09-16,4.0,195.0,0.0,0.0,4.0,2.0,CG,48.75,0.0,13.165829145728644,155.76130624165543,0.30402010050251255,0.7875184502083935,1,1,1,1,1,4.0,2.0,0.0,49.0,9.0,146.0,12.25,4.5,36.5,0.0,0.0,0.0,2.0,1.0,0.0
1996-09-23,6.0,567.0,0.0,0.0,6.0,2.0,CG,94.5,0.0,13.62155388471178,155.83161456224755,0.3132832080200501,0.8079995755345758,1,1,1,1,1,4.0,4.0,2.0,195.0,49.0,372.0,48.75,12.25,45.75,0.0,0.0,0.0,2.0,2.0,0.0
1996-09-30,9.0,320.0,0.0,0.0,9.0,4.0,CG,35.55555555555556,0.0,15.005,158.07656523403617,0.3275,0.8556131922995887,1,1,1,1,1,6.0,4.0,3.0,567.0,195.0,-247.0,94.5,48.75,-58.94444444444444,0.0,0.0,0.0,2.0,2.0,2.0
1996-10-07,5.0,423.0,0.0,0.0,5.0,4.0,CG,84.6,0.0,15.765586034912719,158.61180571671903,0.3491271820448878,0.9580216523045236,1,1,1,1,1,9.0,6.0,-4.0,320.0,567.0,103.0,35.55555555555556,94.5,49.04444444444444,0.0,0.0,0.0,4.0,2.0,0.0
1996-10-14,24.0,4312.0,3.0,0.0,21.0,4.0,CG,179.66666666666666,0.125,16.77860696517413,159.71068993293042,0.36069651741293535,0.9845426359142496,1,1,1,1,1,5.0,9.0,19.0,423.0,320.0,3889.0,84.6,35.55555555555556,95.06666666666666,0.0,0.0,0.125,4.0,4.0,0.0
1996-10-21,26.0,6720.0,2.0,0.0,24.0,4.0,CG,258.46153846153845,0.07692307692307693,27.436724565756823,266.87642777637313,0.41935483870967744,1.5341299836102875,1,1,1,1,1,24.0,5.0,2.0,4312.0,423.0,2408.0,179.66666666666666,84.6,78.7948717948718,0.125,0.0,-0.04807692307692307,4.0,4.0,0.0
1996-10-28,34.0,5152.0,4.0,0.0,30.0,8.0,CG,151.52941176470588,0.11764705882352941,44.00247524752475,426.51334125301497,0.48267326732673266,1.9918436120505842,1,1,1,1,1,26.0,24.0,8.0,6720.0,4312.0,-1568.0,258.46153846153845,179.66666666666666,-106.93212669683257,0.07692307692307693,0.125,0.04072398190045248,4.0,4.0,4.0
1996-11-04,6.0,1062.0,0.0,1.0,5.0,4.0,CG,177.0,0.0,56.614814814814814,495.87009215602984,0.5654320987654321,2.5945086952560397,1,1,1,1,1,34.0,26.0,-28.0,5152.0,6720.0,-4090.0,151.52941176470588,258.46153846153845,25.470588235294116,0.11764705882352941,0.07692307692307693,-0.11764705882352941,8.0,4.0,-4.0
1996-11-11,7.0,982.0,1.0,0.0,6.0,5.0,CG,140.28571428571428,0.14285714285714285,59.09113300492611,497.7646764845314,0.5788177339901478,2.6053022063572895,1,1,1,1,0,6.0,34.0,1.0,1062.0,5152.0,-80.0,177.0,151.52941176470588,-36.71428571428572,0.0,0.11764705882352941,0.14285714285714285,4.0,8.0,1.0
1996-11-18,7.0,5165.0,0.0,0.0,7.0,4.0,CG,737.8571428571429,0.0,61.35872235872236,499.2516212754315,0.5945945945945946,2.6214857349210114,1,1,1,1,1,7.0,6.0,0.0,982.0,1062.0,4183.0,140.28571428571428,177.0,597.5714285714287,0.14285714285714285,0.0,-0.14285714285714285,5.0,4.0,-1.0
1996-11-25,12.0,1412.0,5.0,1.0,6.0,6.0,CG,117.66666666666667,0.4166666666666667,73.86764705882354,558.9998502347823,0.6102941176470589,2.6373972561498276,1,1,1,1,1,7.0,7.0,5.0,5165.0,982.0,-3753.0,737.8571428571429,140.28571428571428,-620.1904761904763,0.0,0.14285714285714285,0.4166666666666667,4.0,5.0,2.0
1996-12-02,4.0,427.0,0.0,0.0,4.0,3.0,CG,106.75,0.0,77.13936430317848,562.2214322340624,0.6381418092909535,2.693694974768995,1,1,1,1,0,12.0,7.0,-8.0,1412.0,5165.0,-985.0,117.66666666666667,737.8571428571429,-10.916666666666671,0.4166666666666667,0.0,-0.4166666666666667,6.0,4.0,-3.0
1996-12-09,10.0,1328.0,1.0,0.0,9.0,5.0,CG,132.8,0.1,77.99268292682927,561.7994643003309,0.6463414634146342,2.6955181094230625,1,1,1,0,1,4.0,12.0,6.0,427.0,1412.0,901.0,106.75,117.66666666666667,26.05000000000001,0.0,0.4166666666666667,0.1,3.0,6.0,2.0
1996-12-16,6.0,4510.0,0.0,0.0,6.0,3.0,CG,751.6666666666666,0.0,81.03406326034063,564.4914385557304,0.6690997566909975,2.73147756267376,1,1,1,1,1,10.0,4.0,-4.0,1328.0,427.0,3182.0,132.8,106.75,618.8666666666666,0.1,0.0,-0.1,5.0,3.0,-2.0
1996-12-23,4.0,661.0,2.0,0.0,2.0,3.0,CG,165.25,0.5,91.78398058252426,604.5546263885226,0.6820388349514563,2.7407651121444228,1,1,0,1,1,6.0,10.0,-2.0,4510.0,1328.0,-3849.0,751.6666666666666,132.8,-586.4166666666666,0.0,0.1,0.5,3.0,5.0,0.0
1996-12-30,8.0,494.0,1.0,2.0,5.0,4.0,CG,61.75,0.125,93.16222760290557,604.4697791532583,0.6900726392251816,2.7423013587648515,1,0,1,0,1,4.0,6.0,4.0,661.0,4510.0,-167.0,165.25,751.6666666666666,-103.5,0.5,0.0,-0.375,3.0,3.0,1.0
1997-01-06,3.0,294.0,0.0,1.0,2.0,2.0,CG,98.0,0.0,94.1304347826087,604.0588560642423,0.7077294685990339,2.7624406102544117,0,1,1,1,1,8.0,4.0,-5.0,494.0,661.0,-200.0,61.75,165.25,36.25,0.125,0.5,-0.125,4.0,3.0,-2.0
1997-01-13,4.0,146.0,1.0,1.0,2.0,3.0,CG,36.5,0.25,94.61204819277108,603.4086439900658,0.7132530120481928,2.7613958472486804,1,1,0,1,1,3.0,8.0,1.0,294.0,494.0,-148.0,98.0,61.75,-61.5,0.0,0.125,0.25,2.0,4.0,1.0
1997-01-20,6.0,2540.0,3.0,0.0,3.0,3.0,CG,423.3333333333333,0.5,94.73557692307692,602.6864734948364,0.7211538461538461,2.7627704997168427,1,0,1,1,0,4.0,3.0,2.0,146.0,294.0,2394.0,36.5,98.0,386.8333333333333,0.25,0.0,0.25,3.0,2.0,0.0
1997-01-27,1.0,200.0,0.0,0.0,1.0,1.0,CG,200.0,0.0,100.59952038369305,613.7562433489123,0.7338129496402878,2.771529897826008,0,1,1,1,1,6.0,4.0,-5.0,2540.0,146.0,-2340.0,423.3333333333333,36.5,-223.33333333333331,0.5,0.25,-0.5,3.0,3.0,-2.0
1997-02-03,3.0,1300.0,2.0,0.0,1.0,2.0,CG,433.3333333333333,0.6666666666666666,100.83732057416267,613.0391620763932,0.7344497607655502,2.7682353430906397,1,1,1,1,1,1.0,6.0,2.0,200.0,2540.0,1100.0,200.0,423.3333333333333,233.33333333333331,0.0,0.5,0.6666666666666666,1.0,3.0,1.0
1997-02-10,5.0,303.0,2.0,0.0,3.0,2.0,CG,60.6,0.4,103.69928400954655,615.1015283795002,0.7398568019093079,2.7671364257267848,1,1,1,1,1,3.0,1.0,2.0,1300.0,200.0,-997.0,433.3333333333333,200.0,-372.7333333333333,0.6666666666666666,0.0,-0.2666666666666666,2.0,1.0,0.0
1997-02-17,7.0,205.0,3.0,0.0,4.0,4.0,CG,29.285714285714285,0.42857142857142855,104.17380952380952,614.4440417629636,0.75,2.7716386681747025,1,1,1,0,0,5.0,3.0,2.0,303.0,1300.0,-98.0,60.6,433.3333333333333,-31.314285714285717,0.4,0.6666666666666666,0.028571428571428525,2.0,2.0,2.0
1997-02-24,12.0,796.0,3.0,0.0,9.0,5.0,CG,66.33333333333333,0.25,104.41330166270784,613.7317974907409,0.7648456057007126,2.78504497482894,1,1,1,1,1,7.0,5.0,5.0,205.0,303.0,591.0,29.285714285714285,60.6,37.047619047619044,0.42857142857142855,0.4,-0.17857142857142855,4.0,2.0,1.0
1997-03-03,4.0,145.0,2.0,1.0,1.0,3.0,CG,36.25,0.5,106.0521327014218,613.926231483294,0.7914691943127962,2.8349906010558277,1,1,0,1,0,12.0,7.0,-8.0,796.0,205.0,-651.0,66.33333333333333,29.285714285714285,-30.08333333333333,0.25,0.42857142857142855,0.25,5.0,4.0,-2.0
1997-03-10,10.0,321.0,4.0,1.0,5.0,5.0,CG,32.1,0.4,106.14420803782505,613.2013234175364,0.7990543735224587,2.8359237575520058,1,0,1,1,1,4.0,12.0,6.0,145.0,796.0,176.0,36.25,66.33333333333333,-4.149999999999999,0.5,0.25,-0.09999999999999998,3.0,5.0,2.0
1997-03-17,3.0,147.0,2.0,1.0,0.0,2.0,CG,49.0,0.6666666666666666,106.65094339622641,612.5649448651096,0.8207547169811321,2.8675973083180164,0,1,1,0,1,10.0,4.0,-7.0,321.0,145.0,-174.0,32.1,36.25,16.9,0.4,0.5,0.2666666666666666,5.0,3.0,-3.0
1997-03-24,6.0,263.0,1.0,0.0,5.0,4.0,CG,43.833333333333336,0.16666666666666666,106.74588235294118,611.8452845720493,0.8258823529411765,2.8661637360064107,1,1,1,1,0,3.0,10.0,3.0,147.0,321.0,116.0,49.0,32.1,-5.166666666666664,0.6666666666666666,0.4,-0.5,2.0,5.0,2.0
1997-03-31,8.0,479.0,2.0,0.0,6.0,3.0,CG,59.875,0.25,107.11267605633803,611.1719322773628,0.8380281690140845,2.8737448180387624,1,1,0,0,1,6.0,3.0,2.0,263.0,147.0,216.0,43.833333333333336,49.0,16.041666666666664,0.16666666666666666,0.6666666666666666,0.08333333333333334,4.0,2.0,-1.0
1997-04-07,5.0,394.0,1.0,0.0,4.0,2.0,CG,78.8,0.2,107.98360655737704,610.7193997054895,0.8548009367681498,2.8912193676910434,1,0,1,1,0,8.0,6.0,-3.0,479.0,263.0,-85.0,59.875,43.833333333333336,18.924999999999997,0.25,0.16666666666666666,-0.04999999999999999,3.0,4.0,-1.0
1997-04-14,2.0,102.0,0.0,0.0,2.0,1.0,CG,51.0,0.0,108.65186915887851,610.1604985777111,0.8644859813084113,2.894774500249918,0,1,0,1,0,5.0,8.0,-3.0,394.0,479.0,-292.0,78.8,59.875,-27.799999999999997,0.2,0.25,-0.2,2.0,3.0,-1.0
1997-04-21,8.0,863.0,0.0,0.0,8.0,2.0,CG,107.875,0.0,108.63636363636364,609.4473620303982,0.8671328671328671,2.8919104757227183,1,0,1,0,0,2.0,5.0,6.0,102.0,394.0,761.0,51.0,78.8,56.875,0.0,0.2,0.0,1.0,2.0,1.0
1997-04-28,2.0,202.0,0.0,0.0,2.0,2.0,CG,101.0,0.0,110.3906976744186,609.8226773541329,0.8837209302325582,2.9089469119237537,0,1,1,1,0,8.0,2.0,-6.0,863.0,102.0,-661.0,107.875,51.0,-6.875,0.0,0.0,0.0,2.0,1.0,0.0
1997-05-05,10.0,743.0,1.0,0.0,9.0,3.0,CG,74.3,0.1,110.60324825986079,609.1291518367276,0.8863109048723898,2.906059921251464,1,1,0,0,0,2.0,8.0,8.0,202.0,863.0,541.0,101.0,107.875,-26.700000000000003,0.0,0.0,0.1,2.0,2.0,1.0
1997-05-12,8.0,641.0,2.0,0.0,6.0,4.0,CG,80.125,0.25,112.06712962962963,609.1824026180427,0.9074074074074074,2.93561864620633,1,0,1,0,0,10.0,2.0,-2.0,743.0,202.0,-102.0,74.3,101.0,5.825000000000003,0.1,0.0,0.15,3.0,2.0,1.0
1997-05-19,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,113.28868360277136,609.007622714544,0.9237875288683602,2.951963011526091,0,1,0,0,0,8.0,10.0,-8.0,641.0,743.0,-641.0,80.125,74.3,-80.125,0.25,0.1,-0.25,4.0,3.0,-4.0
1997-05-26,6.0,2388.0,0.0,0.0,6.0,1.0,CG,398.0,0.0,113.02764976958525,608.3282807458507,0.9216589861751152,2.9488857274496882,1,0,0,0,0,0.0,8.0,6.0,0.0,641.0,2388.0,0.0,80.125,398.0,0.0,0.25,0.0,0.0,4.0,1.0
1997-06-02,2.0,69.0,0.0,0.0,2.0,1.0,CG,34.5,0.0,118.25747126436782,617.3397087862418,0.9333333333333333,2.9555332262225855,0,0,0,0,1,6.0,0.0,-4.0,2388.0,0.0,-2319.0,398.0,0.0,-363.5,0.0,0.0,0.0,1.0,0.0,0.0
1997-06-09,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,118.14449541284404,616.6342269755027,0.9357798165137615,2.9525760561753085,0,0,0,0,0,2.0,6.0,-2.0,69.0,2388.0,-69.0,34.5,398.0,-34.5,0.0,0.0,0.0,1.0,1.0,-1.0
1997-06-16,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,117.8741418764302,615.9526001917961,0.9336384439359268,2.949527840800336,0,0,0,0,0,0.0,2.0,0.0,0.0,69.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1997-06-23,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,117.60502283105023,615.2732247700025,0.9315068493150684,2.946488895088095,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-06-30,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,117.3371298405467,614.5960883681292,0.929384965831435,2.943459173145497,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-07-07,1.0,17.0,0.0,0.0,1.0,1.0,CG,17.0,0.0,117.07045454545455,613.9211787384967,0.9272727272727272,2.940438629387677,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0
1997-07-14,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,116.84353741496598,613.2416589583617,0.927437641723356,2.9370973629415253,0,0,1,0,0,1.0,0.0,-1.0,17.0,0.0,-17.0,17.0,0.0,-17.0,0.0,0.0,0.0,1.0,0.0,-1.0
1997-07-21,2.0,5.0,0.0,0.0,2.0,1.0,CG,2.5,0.0,116.57918552036199,612.5711911582006,0.9253393665158371,2.934097070911367,0,1,0,0,0,0.0,1.0,2.0,0.0,17.0,5.0,0.0,17.0,2.5,0.0,0.0,0.0,0.0,1.0,1.0
1997-07-28,6.0,1075.0,0.0,0.0,6.0,1.0,CG,179.16666666666666,0.0,116.3273137697517,611.9008095828171,0.927765237020316,2.9312208039953638,1,0,0,0,0,2.0,0.0,4.0,5.0,0.0,1070.0,2.5,0.0,176.66666666666666,0.0,0.0,0.0,1.0,0.0,0.0
1997-08-04,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,118.48648648648648,612.9007610797173,0.9391891891891891,2.937789170477745,0,0,0,0,0,6.0,2.0,-6.0,1075.0,5.0,-1075.0,179.16666666666666,2.5,-179.16666666666666,0.0,0.0,0.0,1.0,1.0,-1.0
1997-08-11,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,118.22022471910113,612.2359339170059,0.9370786516853933,2.9348167070807576,0,0,0,0,0,0.0,6.0,0.0,0.0,1075.0,0.0,0.0,179.16666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1997-08-18,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,117.95515695067265,611.5732614857824,0.9349775784753364,2.9318530972348884,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-08-25,1.0,1.0,0.0,0.0,1.0,1.0,CG,1.0,0.0,117.69127516778524,610.9127321955928,0.9328859060402684,2.92889829804939,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1997-09-01,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,117.43080357142857,610.2539058892158,0.9330357142857143,2.9256220094021668,0,0,0,0,0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0
1997-09-08,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,117.16926503340757,609.5976299105328,0.9309576837416481,2.9226866951992347,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1997-09-15,0.0,0.0,0.0,0.0,0.0,0.0,CG,0.0,0.0,116.9088888888889,608.943462811423,0.9288888888888889,2.9197600522444485,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
