country,week,countryweek_escalation_prob
Colombia,2016-12-12,0.48410780636646905
Colombia,2016-12-19,0.5125870609487547
Ecuador,2016-01-04,0.17260030439772578
Ecuador,2016-01-11,0.17260030439772578
Ecuador,2016-01-18,0.17260030439772578
Ecuador,2016-01-25,0.17260030439772578
Ecuador,2016-02-01,0.17260030439772578
Ecuador,2016-02-08,0.17260030439772578
Ecuador,2016-02-15,0.17260030439772578
Ecuador,2016-02-22,0.17260030439772578
Ecuador,2016-02-29,0.17260030439772578
Ecuador,2016-03-07,0.17260030439772578
Ecuador,2016-03-14,0.17260030439772578
Ecuador,2016-03-21,0.17260030439772578
Ecuador,2016-03-28,0.17260030439772578
Ecuador,2016-04-04,0.17260030439772578
Ecuador,2016-04-11,0.17260030439772578
Ecuador,2016-04-18,0.17260030439772578
Ecuador,2016-04-25,0.17260030439772578
Ecuador,2016-05-02,0.17260030439772578
Ecuador,2016-05-09,0.17260030439772578
Ecuador,2016-05-16,0.17260030439772578
Ecuador,2016-05-23,0.17260030439772578
Ecuador,2016-05-30,0.17260030439772578
Ecuador,2016-06-06,0.17260030439772578
Ecuador,2016-06-13,0.17260030439772578
Ecuador,2016-06-20,0.17260030439772578
Ecuador,2016-06-27,0.17260030439772578
Ecuador,2016-07-04,0.17260030439772578
Ecuador,2016-07-11,0.17260030439772578
Ecuador,2016-07-18,0.17260030439772578
Ecuador,2016-07-25,0.17260030439772578
Ecuador,2016-08-01,0.17260030439772578
Ecuador,2016-08-08,0.17260030439772578
Ecuador,2016-08-15,0.17260030439772578
Ecuador,2016-08-22,0.17260030439772578
Ecuador,2016-08-29,0.17260030439772578
Ecuador,2016-09-05,0.17260030439772578
Ecuador,2016-09-12,0.17260030439772578
Ecuador,2016-09-19,0.17260030439772578
Ecuador,2016-09-26,0.17260030439772578
Ecuador,2016-10-03,0.17260030439772578
Ecuador,2016-10-10,0.17260030439772578
Ecuador,2016-10-17,0.17260030439772578
Ecuador,2016-10-24,0.17260030439772578
Ecuador,2016-10-31,0.17260030439772578
Ecuador,2016-11-07,0.17260030439772578
Ecuador,2016-11-14,0.17260030439772578
Ecuador,2016-11-21,0.17260030439772578
Ecuador,2016-11-28,0.17260030439772578
Ecuador,2016-12-05,0.17260030439772578
Ecuador,2016-12-12,0.17260030439772578
Ecuador,2016-12-19,0.17260030439772578
Eritrea,2016-01-04,0.17260030439772578
Eritrea,2016-01-11,0.17260030439772578
Eritrea,2016-01-18,0.17260030439772578
Eritrea,2016-01-25,0.17260030439772578
Eritrea,2016-02-01,0.17260030439772578
Eritrea,2016-02-08,0.17260030439772578
Eritrea,2016-02-15,0.17260030439772578
Eritrea,2016-02-22,0.17260030439772578
Eritrea,2016-02-29,0.17260030439772578
Eritrea,2016-03-07,0.17260030439772578
Eritrea,2016-03-14,0.17260030439772578
Eritrea,2016-03-21,0.17260030439772578
Eritrea,2016-03-28,0.17260030439772578
Eritrea,2016-04-04,0.17260030439772578
Eritrea,2016-04-11,0.17260030439772578
Eritrea,2016-04-18,0.17260030439772578
Eritrea,2016-04-25,0.17260030439772578
Eritrea,2016-05-02,0.17260030439772578
Eritrea,2016-05-09,0.17260030439772578
Eritrea,2016-05-16,0.17260030439772578
Eritrea,2016-05-23,0.17260030439772578
Eritrea,2016-05-30,0.17260030439772578
Eritrea,2016-06-06,0.44371842729232974
Eritrea,2016-06-13,0.348169435452002
Eritrea,2016-06-20,0.32129541129876754
Eritrea,2016-06-27,0.17260030439772578
Eritrea,2016-07-04,0.17260030439772578
Eritrea,2016-07-11,0.17260030439772578
Eritrea,2016-07-18,0.17260030439772578
Eritrea,2016-07-25,0.17260030439772578
Eritrea,2016-08-01,0.17260030439772578
Eritrea,2016-08-08,0.17260030439772578
Eritrea,2016-08-15,0.17260030439772578
Eritrea,2016-08-22,0.17260030439772578
Eritrea,2016-08-29,0.17260030439772578
Eritrea,2016-09-05,0.17260030439772578
Eritrea,2016-09-12,0.17260030439772578
Eritrea,2016-09-19,0.17260030439772578
Eritrea,2016-09-26,0.17260030439772578
Eritrea,2016-10-03,0.17260030439772578
Eritrea,2016-10-10,0.17260030439772578
Eritrea,2016-10-17,0.17260030439772578
Eritrea,2016-10-24,0.17260030439772578
Eritrea,2016-10-31,0.17260030439772578
Eritrea,2016-11-07,0.17260030439772578
Eritrea,2016-11-14,0.17260030439772578
Eritrea,2016-11-21,0.17260030439772578
Eritrea,2016-11-28,0.17260030439772578
Eritrea,2016-12-05,0.17260030439772578
Eritrea,2016-12-12,0.17260030439772578
Eritrea,2016-12-19,0.17260030439772578
Ethiopia,2016-01-04,0.7868972811848445
Ethiopia,2016-01-11,0.7872475544084466
Ethiopia,2016-01-18,0.7605607242237569
Ethiopia,2016-01-25,0.804216816857921
Ethiopia,2016-02-01,0.6449796408637919
Ethiopia,2016-02-08,0.5626854700195757
Ethiopia,2016-02-15,0.730731020607328
Ethiopia,2016-02-22,0.7722695791210396
Ethiopia,2016-02-29,0.8398904190956832
Ethiopia,2016-03-07,0.7650199761846744
Ethiopia,2016-03-14,0.6876725780682044
Ethiopia,2016-03-21,0.6922998652060907
Ethiopia,2016-03-28,0.7064745552430426
Ethiopia,2016-04-04,0.5573971397175673
Ethiopia,2016-04-11,0.5485401005539051
Ethiopia,2016-04-18,0.5236831116309507
Ethiopia,2016-04-25,0.6163448266257857
Ethiopia,2016-05-02,0.5936685800793555
Ethiopia,2016-05-09,0.4442308799193475
Ethiopia,2016-05-16,0.4162460243849883
Ethiopia,2016-05-23,0.2305244781596022
Ethiopia,2016-05-30,0.3962599664131084
Ethiopia,2016-06-06,0.40121486817422286
Ethiopia,2016-06-13,0.3225884362817545
Ethiopia,2016-06-20,0.4998403232452407
Ethiopia,2016-06-27,0.3791682787390404
Ethiopia,2016-07-04,0.3001264970496144
Ethiopia,2016-07-11,0.17260030439772578
Ethiopia,2016-07-18,0.4141032077522086
Ethiopia,2016-07-25,0.5451535907127797
Ethiopia,2016-08-01,0.7076754392800867
Ethiopia,2016-08-08,0.7153115562581918
Ethiopia,2016-08-15,0.6587612142084183
Ethiopia,2016-08-22,0.3835974371269526
Ethiopia,2016-08-29,0.5278472110569689
Ethiopia,2016-09-05,0.5959948146336927
Ethiopia,2016-09-12,0.42590746497560117
Ethiopia,2016-09-19,0.22428379414332753
Ethiopia,2016-09-26,0.17260030439772578
Ethiopia,2016-10-03,0.39625717581716274
Ethiopia,2016-10-10,0.4026081700049342
Ethiopia,2016-10-17,0.3250918695406417
Ethiopia,2016-10-24,0.17260030439772578
Ethiopia,2016-10-31,0.17260030439772578
Ethiopia,2016-11-07,0.17260030439772578
Ethiopia,2016-11-14,0.17260030439772578
Ethiopia,2016-11-21,0.17260030439772578
Ethiopia,2016-11-28,0.17260030439772578
Ethiopia,2016-12-05,0.17260030439772578
Ethiopia,2016-12-12,0.4379121111817261
Ethiopia,2016-12-19,0.500033483767203
Haiti,2016-01-04,0.17260030439772578
Haiti,2016-01-11,0.17260030439772578
Haiti,2016-01-18,0.17260030439772578
Haiti,2016-01-25,0.17260030439772578
Haiti,2016-02-01,0.17260030439772578
Haiti,2016-02-08,0.17260030439772578
Haiti,2016-02-15,0.17260030439772578
Haiti,2016-02-22,0.17260030439772578
Haiti,2016-02-29,0.17260030439772578
Haiti,2016-03-07,0.17260030439772578
Haiti,2016-03-14,0.17260030439772578
Haiti,2016-03-21,0.17260030439772578
Haiti,2016-03-28,0.17260030439772578
Haiti,2016-04-04,0.17260030439772578
Haiti,2016-04-11,0.17260030439772578
Haiti,2016-04-18,0.17260030439772578
Haiti,2016-04-25,0.17260030439772578
Haiti,2016-05-02,0.17260030439772578
Haiti,2016-05-09,0.17260030439772578
Haiti,2016-05-16,0.17260030439772578
Haiti,2016-05-23,0.17260030439772578
Haiti,2016-05-30,0.17260030439772578
Haiti,2016-06-06,0.17260030439772578
Haiti,2016-06-13,0.17260030439772578
Haiti,2016-06-20,0.17260030439772578
Haiti,2016-06-27,0.17260030439772578
Haiti,2016-07-04,0.17260030439772578
Haiti,2016-07-11,0.17260030439772578
Haiti,2016-07-18,0.17260030439772578
Haiti,2016-07-25,0.17260030439772578
Haiti,2016-08-01,0.17260030439772578
Haiti,2016-08-08,0.17260030439772578
Haiti,2016-08-15,0.17260030439772578
Haiti,2016-08-22,0.17260030439772578
Haiti,2016-08-29,0.17260030439772578
Haiti,2016-09-05,0.17260030439772578
Haiti,2016-09-12,0.17260030439772578
Haiti,2016-09-19,0.17260030439772578
Haiti,2016-09-26,0.17260030439772578
Haiti,2016-10-03,0.17260030439772578
Haiti,2016-10-10,0.17260030439772578
Haiti,2016-10-17,0.17260030439772578
Haiti,2016-10-24,0.17260030439772578
Haiti,2016-10-31,0.17260030439772578
Haiti,2016-11-07,0.17260030439772578
Haiti,2016-11-14,0.17260030439772578
Haiti,2016-11-21,0.17260030439772578
Haiti,2016-11-28,0.17260030439772578
Haiti,2016-12-05,0.17260030439772578
Haiti,2016-12-12,0.17260030439772578
Haiti,2016-12-19,0.17260030439772578
Kenya,2016-01-04,0.3001276029741289
Kenya,2016-01-11,0.17260030439772578
Kenya,2016-01-18,0.4204869142974869
Kenya,2016-01-25,0.5470618998416573
Kenya,2016-02-01,0.5827671102774552
Kenya,2016-02-08,0.491969293389892
Kenya,2016-02-15,0.2883542816778631
Kenya,2016-02-22,0.17260030439772578
Kenya,2016-02-29,0.17260030439772578
Kenya,2016-03-07,0.17260030439772578
Kenya,2016-03-14,0.17260030439772578
Kenya,2016-03-21,0.37362251687857456
Kenya,2016-03-28,0.3767407273647973
Kenya,2016-04-04,0.37940948916853806
Kenya,2016-04-11,0.3921125075550648
Kenya,2016-04-18,0.4184545479187964
Kenya,2016-04-25,0.39951594224617626
Kenya,2016-05-02,0.41744856538552666
Kenya,2016-05-09,0.4284843320105445
Kenya,2016-05-16,0.41403901844670027
Kenya,2016-05-23,0.47521577091300854
Kenya,2016-05-30,0.40179069554073177
Kenya,2016-06-06,0.47360012181492156
Kenya,2016-06-13,0.47237641146024084
Kenya,2016-06-20,0.6513607550997559
Kenya,2016-06-27,0.6624211638404914
Kenya,2016-07-04,0.7130461844669641
Kenya,2016-07-11,0.607931011870449
Kenya,2016-07-18,0.5673264598037514
Kenya,2016-07-25,0.5569176625987825
Kenya,2016-08-01,0.568645073211835
Kenya,2016-08-08,0.5861471888439665
Kenya,2016-08-15,0.41349220538590475
Kenya,2016-08-22,0.3519642685627728
Kenya,2016-08-29,0.31902576961361745
Kenya,2016-09-05,0.22428379414332753
Kenya,2016-09-12,0.39368810566101664
Kenya,2016-09-19,0.4514931840876006
Kenya,2016-09-26,0.5506561599080473
Kenya,2016-10-03,0.5015831242774975
Kenya,2016-10-10,0.44919044702756344
Kenya,2016-10-17,0.3932306485960453
Kenya,2016-10-24,0.46961354644886316
Kenya,2016-10-31,0.44093502769475634
Kenya,2016-11-07,0.289548678125159
Kenya,2016-11-14,0.17260030439772578
Kenya,2016-11-21,0.31252836826178687
Kenya,2016-11-28,0.349770584696383
Kenya,2016-12-05,0.42819651087109073
Kenya,2016-12-12,0.5129806571615282
Kenya,2016-12-19,0.4684853253805248
Kyrgyzstan,2016-01-04,0.17260030439772578
Kyrgyzstan,2016-01-11,0.17260030439772578
Kyrgyzstan,2016-01-18,0.17260030439772578
Kyrgyzstan,2016-01-25,0.17260030439772578
Kyrgyzstan,2016-02-01,0.17260030439772578
Kyrgyzstan,2016-02-08,0.17260030439772578
Kyrgyzstan,2016-02-15,0.17260030439772578
Kyrgyzstan,2016-02-22,0.17260030439772578
Kyrgyzstan,2016-02-29,0.17260030439772578
Kyrgyzstan,2016-03-07,0.17260030439772578
Kyrgyzstan,2016-03-14,0.17260030439772578
Kyrgyzstan,2016-03-21,0.17260030439772578
Kyrgyzstan,2016-03-28,0.17260030439772578
Kyrgyzstan,2016-04-04,0.17260030439772578
Kyrgyzstan,2016-04-11,0.17260030439772578
Kyrgyzstan,2016-04-18,0.17260030439772578
Kyrgyzstan,2016-04-25,0.17260030439772578
Kyrgyzstan,2016-05-02,0.17260030439772578
Kyrgyzstan,2016-05-09,0.17260030439772578
Kyrgyzstan,2016-05-16,0.17260030439772578
Kyrgyzstan,2016-05-23,0.17260030439772578
Kyrgyzstan,2016-05-30,0.17260030439772578
Kyrgyzstan,2016-06-06,0.17260030439772578
Kyrgyzstan,2016-06-13,0.17260030439772578
Kyrgyzstan,2016-06-20,0.17260030439772578
Kyrgyzstan,2016-06-27,0.17260030439772578
Kyrgyzstan,2016-07-04,0.17260030439772578
Kyrgyzstan,2016-07-11,0.17260030439772578
Kyrgyzstan,2016-07-18,0.17260030439772578
Kyrgyzstan,2016-07-25,0.17260030439772578
Kyrgyzstan,2016-08-01,0.17260030439772578
Kyrgyzstan,2016-08-08,0.17260030439772578
Kyrgyzstan,2016-08-15,0.17260030439772578
Kyrgyzstan,2016-08-22,0.17260030439772578
Kyrgyzstan,2016-08-29,0.17260030439772578
Kyrgyzstan,2016-09-05,0.17260030439772578
Kyrgyzstan,2016-09-12,0.17260030439772578
Kyrgyzstan,2016-09-19,0.17260030439772578
Kyrgyzstan,2016-09-26,0.17260030439772578
Kyrgyzstan,2016-10-03,0.17260030439772578
Kyrgyzstan,2016-10-10,0.17260030439772578
Kyrgyzstan,2016-10-17,0.17260030439772578
Kyrgyzstan,2016-10-24,0.17260030439772578
Kyrgyzstan,2016-10-31,0.17260030439772578
Kyrgyzstan,2016-11-07,0.17260030439772578
Kyrgyzstan,2016-11-14,0.17260030439772578
Kyrgyzstan,2016-11-21,0.17260030439772578
Kyrgyzstan,2016-11-28,0.17260030439772578
Kyrgyzstan,2016-12-05,0.17260030439772578
Kyrgyzstan,2016-12-12,0.17260030439772578
Kyrgyzstan,2016-12-19,0.17260030439772578
Myanmar,2016-01-04,0.46584423956462473
Myanmar,2016-01-11,0.2600818524805837
Myanmar,2016-01-18,0.17260030439772578
Myanmar,2016-01-25,0.17260030439772578
Myanmar,2016-02-01,0.17260030439772578
Myanmar,2016-02-08,0.3765416867350851
Myanmar,2016-02-15,0.3625996642032691
Myanmar,2016-02-22,0.40673056728654283
Myanmar,2016-02-29,0.5544715456689154
Myanmar,2016-03-07,0.42664840224944484
Myanmar,2016-03-14,0.3298771739263537
Myanmar,2016-03-21,0.43366091709426197
Myanmar,2016-03-28,0.4892816355451958
Myanmar,2016-04-04,0.39655737937770774
Myanmar,2016-04-11,0.5894223656676395
Myanmar,2016-04-18,0.6778387585692208
Myanmar,2016-04-25,0.4871600189141099
Myanmar,2016-05-02,0.5444209554781777
Myanmar,2016-05-09,0.6232073652164093
Myanmar,2016-05-16,0.6267083919696618
Myanmar,2016-05-23,0.539386767675024
Myanmar,2016-05-30,0.45062386759691053
Myanmar,2016-06-06,0.23196391621670065
Myanmar,2016-06-13,0.17260030439772578
Myanmar,2016-06-20,0.46013210814897376
Myanmar,2016-06-27,0.46780483296685893
Myanmar,2016-07-04,0.5465550016160314
Myanmar,2016-07-11,0.41813568006780993
Myanmar,2016-07-18,0.26945977131246707
Myanmar,2016-07-25,0.3903860820463076
Myanmar,2016-08-01,0.4760134471079067
Myanmar,2016-08-08,0.3906055032683084
Myanmar,2016-08-15,0.2305244781596022
Myanmar,2016-08-22,0.17260030439772578
Myanmar,2016-08-29,0.17260030439772578
Myanmar,2016-09-05,0.17260030439772578
Myanmar,2016-09-12,0.17260030439772578
Myanmar,2016-09-19,0.3918836078131034
Myanmar,2016-09-26,0.5762489588163887
Myanmar,2016-10-03,0.6653349720622442
Myanmar,2016-10-10,0.7347782196906826
Myanmar,2016-10-17,0.6599198680038257
Myanmar,2016-10-24,0.39111844626867276
Myanmar,2016-10-31,0.4389835148674974
Myanmar,2016-11-07,0.6152937399932509
Myanmar,2016-11-14,0.6087442757059612
Myanmar,2016-11-21,0.5731411028618361
Myanmar,2016-11-28,0.48888604313771117
Myanmar,2016-12-05,0.4312688409458884
Myanmar,2016-12-12,0.4613275292791333
Myanmar,2016-12-19,0.42972240657305977
Pakistan,2016-01-04,0.6976862819631574
Pakistan,2016-01-11,0.7000741324421585
Pakistan,2016-01-18,0.7850297621792315
Pakistan,2016-01-25,0.7884468022755909
Pakistan,2016-02-01,0.7000693048572012
Pakistan,2016-02-08,0.6348485073374747
Pakistan,2016-02-15,0.7185254990987268
Pakistan,2016-02-22,0.7732584352411359
Pakistan,2016-02-29,0.8149382408223694
Pakistan,2016-03-07,0.836431499194043
Pakistan,2016-03-14,0.842314719385981
Pakistan,2016-03-21,0.8282393550685491
Pakistan,2016-03-28,0.6373445533010109
Pakistan,2016-04-04,0.633201282527589
Pakistan,2016-04-11,0.6798687553189643
Pakistan,2016-04-18,0.7186364186343203
Pakistan,2016-04-25,0.6611408996310746
Pakistan,2016-05-02,0.6760607527402341
Pakistan,2016-05-09,0.4555540347067366
Pakistan,2016-05-16,0.6471235609403162
Pakistan,2016-05-23,0.7087194876375005
Pakistan,2016-05-30,0.7626656152339352
Pakistan,2016-06-06,0.4962910562458766
Pakistan,2016-06-13,0.3085246529167597
Pakistan,2016-06-20,0.46013210814897376
Pakistan,2016-06-27,0.538674326296806
Pakistan,2016-07-04,0.549046874865898
Pakistan,2016-07-11,0.38839503034760287
Pakistan,2016-07-18,0.38311393099772434
Pakistan,2016-07-25,0.6452118724718038
Pakistan,2016-08-01,0.6380070152081413
Pakistan,2016-08-08,0.611354865484584
Pakistan,2016-08-15,0.6979388615763663
Pakistan,2016-08-22,0.5537088914563849
Pakistan,2016-08-29,0.6817829930746844
Pakistan,2016-09-05,0.6837819000059109
Pakistan,2016-09-12,0.7638468716773025
Pakistan,2016-09-19,0.5470314179955859
Pakistan,2016-09-26,0.5235558566962318
Pakistan,2016-10-03,0.5688447528482751
Pakistan,2016-10-10,0.6976465959123472
Pakistan,2016-10-17,0.6924062831217858
Pakistan,2016-10-24,0.8454111254266646
Pakistan,2016-10-31,0.8547082568805875
Pakistan,2016-11-07,0.8728326991554844
Pakistan,2016-11-14,0.7856155099059831
Pakistan,2016-11-21,0.7863045512105692
Pakistan,2016-11-28,0.6626761330084174
Pakistan,2016-12-05,0.6322887589020251
Pakistan,2016-12-12,0.5134033493866818
Pakistan,2016-12-19,0.4701232666582589
Peru,2016-01-04,0.22748596394467913
Peru,2016-01-11,0.17260030439772578
Peru,2016-01-18,0.17260030439772578
Peru,2016-01-25,0.17260030439772578
Peru,2016-02-01,0.17260030439772578
Peru,2016-02-08,0.17260030439772578
Peru,2016-02-15,0.17260030439772578
Peru,2016-02-22,0.17260030439772578
Peru,2016-02-29,0.17260030439772578
Peru,2016-03-07,0.17260030439772578
Peru,2016-03-14,0.17260030439772578
Peru,2016-03-21,0.17260030439772578
Peru,2016-03-28,0.17260030439772578
Peru,2016-04-04,0.4459178995003595
Peru,2016-04-11,0.38940018186530795
Peru,2016-04-18,0.28954657808301726
Peru,2016-04-25,0.17260030439772578
Peru,2016-05-02,0.17260030439772578
Peru,2016-05-09,0.17260030439772578
Peru,2016-05-16,0.17260030439772578
Peru,2016-05-23,0.17260030439772578
Peru,2016-05-30,0.17260030439772578
Peru,2016-06-06,0.17260030439772578
Peru,2016-06-13,0.17260030439772578
Peru,2016-06-20,0.17260030439772578
Peru,2016-06-27,0.17260030439772578
Peru,2016-07-04,0.17260030439772578
Peru,2016-07-11,0.17260030439772578
Peru,2016-07-18,0.17260030439772578
Peru,2016-07-25,0.17260030439772578
Peru,2016-08-01,0.17260030439772578
Peru,2016-08-08,0.17260030439772578
Peru,2016-08-15,0.17260030439772578
Peru,2016-08-22,0.17260030439772578
Peru,2016-08-29,0.17260030439772578
Peru,2016-09-05,0.17260030439772578
Peru,2016-09-12,0.17260030439772578
Peru,2016-09-19,0.17260030439772578
Peru,2016-09-26,0.17260030439772578
Peru,2016-10-03,0.17260030439772578
Peru,2016-10-10,0.31252836826178687
Peru,2016-10-17,0.349770584696383
Peru,2016-10-24,0.22748596394467913
Peru,2016-10-31,0.17260030439772578
Peru,2016-11-07,0.17260030439772578
Peru,2016-11-14,0.17260030439772578
Peru,2016-11-21,0.17260030439772578
Peru,2016-11-28,0.17260030439772578
Peru,2016-12-05,0.17260030439772578
Peru,2016-12-12,0.17260030439772578
Peru,2016-12-19,0.17260030439772578
Somalia,2016-01-04,0.8794394586905604
Somalia,2016-01-11,0.9019499008980949
Somalia,2016-01-18,0.8666461843789128
Somalia,2016-01-25,0.811094641415333
Somalia,2016-02-01,0.7928634849975569
Somalia,2016-02-08,0.7455621662619851
Somalia,2016-02-15,0.826818138853807
Somalia,2016-02-22,0.8448821000742135
Somalia,2016-02-29,0.869283227786727
Somalia,2016-03-07,0.8885930301298487
Somalia,2016-03-14,0.9221681169075143
Somalia,2016-03-21,0.9006488633041118
Somalia,2016-03-28,0.9218603745097975
Somalia,2016-04-04,0.9414434029645337
Somalia,2016-04-11,0.8859878112410068
Somalia,2016-04-18,0.8655444920177016
Somalia,2016-04-25,0.8249445771715586
Somalia,2016-05-02,0.7488946128128587
Somalia,2016-05-09,0.8117204126293845
Somalia,2016-05-16,0.7430307723373694
Somalia,2016-05-23,0.8677109646623468
Somalia,2016-05-30,0.8575858192760056
