week,n_events,n_material_conflict,n_verbal_conflict,n_severe_root,n_coerce_protest_root,mean_goldstein,mean_tone,tone_neg_share,total_mentions,distinct_actors,country,region,material_conflict_share,severe_root_share,coerce_protest_share,baseline_mean_material_conflict_share,baseline_std_material_conflict_share,baseline_mean_severe_root_share,baseline_std_severe_root_share,baseline_mean_mean_goldstein,baseline_std_mean_goldstein,escalation_quad,escalation_root,label_quad_1,label_root_1,label_quad_2,label_root_2,label_quad_4,label_root_4,label_quad_8,label_root_8,n_events_lag1,n_events_lag2,n_events_delta,material_conflict_share_lag1,material_conflict_share_lag2,material_conflict_share_delta,severe_root_share_lag1,severe_root_share_lag2,severe_root_share_delta,coerce_protest_share_lag1,coerce_protest_share_lag2,coerce_protest_share_delta,mean_goldstein_lag1,mean_goldstein_lag2,mean_goldstein_delta,distinct_actors_lag1,distinct_actors_lag2,distinct_actors_delta,mean_tone_lag1,mean_tone_lag2,mean_tone_delta,tone_neg_share_lag1,tone_neg_share_lag2,tone_neg_share_delta
2023-10-09,5664,1138,561,637,452,0.19592161016949153,-4.032019997707982,0.8652895480225988,85875,325,AF,Central/SE Asia,0.2009180790960452,0.11246468926553672,0.07980225988700565,0.18672886186586818,0.014648621452323618,0.10240047454697013,0.019371102008498356,0.3175256692291699,0.5324764175545782,0,0,0,0,0,0,0,0,0,0,6220.0,5133.0,-556.0,0.190032154340836,0.18098577829729204,0.010885924755209192,0.0842443729903537,0.09896746541983245,0.028220316275183024,0.09453376205787781,0.06253652834599649,-0.014731502170872157,-0.0412379421221865,0.23528151178647966,0.237159552291678,283.0,261.0,42.0,-4.764951964661344,-3.006128420249154,0.7329319669533616,0.9003215434083601,0.8244691213715176,-0.035031995385761294
2023-10-16,3503,453,428,250,179,0.955552383671139,-3.3694085195587404,0.797602055381102,37241,249,AF,Central/SE Asia,0.129317727662004,0.07136739937196689,0.05109905795032829,0.18801879070497518,0.014540528873383095,0.10331540315774891,0.018625887138934392,0.30647075476919916,0.5064803492708001,0,0,0,0,0,0,0,0,0,0,5664.0,6220.0,-2161.0,0.2009180790960452,0.190032154340836,-0.0716003514340412,0.11246468926553672,0.0842443729903537,-0.04109728989356984,0.07980225988700565,0.09453376205787781,-0.02870320193667736,0.19592161016949153,-0.0412379421221865,0.7596307735016475,325.0,283.0,-76.0,-4.032019997707982,-4.764951964661344,0.6626114781492416,0.8652895480225988,0.9003215434083601,-0.06768749264149687
2023-10-23,3912,594,502,284,298,0.6481339468302658,-3.632722600978235,0.8325664621676891,42022,236,AF,Central/SE Asia,0.15184049079754602,0.07259713701431493,0.0761758691206544,0.18312703545139422,0.02189423620295889,0.10065306950893375,0.020011031997212752,0.3605608905110275,0.5179874945434915,0,0,0,0,0,0,0,0,0,0,3503.0,5664.0,409.0,0.129317727662004,0.2009180790960452,0.022522763135542023,0.07136739937196689,0.11246468926553672,0.0012297376423480444,0.05109905795032829,0.07980225988700565,0.025076811170326105,0.955552383671139,0.19592161016949153,-0.3074184368408732,249.0,325.0,-13.0,-3.3694085195587404,-4.032019997707982,-0.26331408141949453,0.797602055381102,0.8652895480225988,0.03496440678658719
2023-10-30,5745,905,857,348,535,0.5393733681462141,-5.190593634354422,0.9014795474325501,59938,273,AF,Central/SE Asia,0.15752828546562228,0.060574412532637074,0.09312445604873804,0.180720378170329,0.022687157258948643,0.09849492085550152,0.020678978643251782,0.3826818948432766,0.5023078693585232,0,0,0,0,0,0,0,0,0,0,3912.0,3503.0,1833.0,0.15184049079754602,0.129317727662004,0.005687794668076257,0.07259713701431493,0.07136739937196689,-0.012022724481677856,0.0761758691206544,0.05109905795032829,0.01694858692808364,0.6481339468302658,0.955552383671139,-0.10876057868405176,236.0,249.0,37.0,-3.632722600978235,-3.3694085195587404,-1.5578710333761872,0.8325664621676891,0.797602055381102,0.06891308526486095
2023-11-06,5669,908,721,505,368,0.42942317869112717,-3.953084975430803,0.8093138119597812,59094,306,AF,Central/SE Asia,0.16016934203563238,0.08908096666078673,0.06491444699241489,0.17906380011999282,0.022661283326778574,0.09578631311815407,0.022303319970101956,0.39387414293634354,0.48441533636687006,0,0,0,0,0,0,0,0,0,0,5745.0,3912.0,-76.0,0.15752828546562228,0.15184049079754602,0.0026410565700100974,0.060574412532637074,0.07259713701431493,0.028506554128149654,0.09312445604873804,0.0761758691206544,-0.02821000905632315,0.5393733681462141,0.6481339468302658,-0.10995018945508689,273.0,236.0,33.0,-5.190593634354422,-3.632722600978235,1.2375086589236193,0.9014795474325501,0.8325664621676891,-0.09216573547276885
2023-11-13,5023,731,622,363,346,0.6126020306589687,-4.300258611560277,0.839737208839339,52576,270,AF,Central/SE Asia,0.14553055942663748,0.07226756918176389,0.06888313756719092,0.17780416958103543,0.022375272410307363,0.09533929002099624,0.021561638037970142,0.39624407865332917,0.466884531488868,0,0,0,0,0,0,0,0,0,0,5669.0,5745.0,-646.0,0.16016934203563238,0.15752828546562228,-0.0146387826089949,0.08908096666078673,0.060574412532637074,-0.016813397479022843,0.06491444699241489,0.09312445604873804,0.003968690574776029,0.42942317869112717,0.5393733681462141,0.1831788519678415,306.0,273.0,-36.0,-3.953084975430803,-5.190593634354422,-0.3471736361294737,0.8093138119597812,0.9014795474325501,0.03042339687955775
2023-11-20,3646,569,511,293,238,0.4973395501919912,-3.5605638305386282,0.8280307185957213,48082,252,AF,Central/SE Asia,0.15606143719144266,0.08036204059243006,0.06527701590784421,0.17578706894638557,0.02307325465984321,0.09389730746854422,0.021614338715930256,0.4097664506536816,0.45428488940266964,0,0,0,0,0,0,0,0,0,0,5023.0,5669.0,-1377.0,0.14553055942663748,0.16016934203563238,0.010530877764805185,0.07226756918176389,0.08908096666078673,0.008094471410666174,0.06888313756719092,0.06491444699241489,-0.003606121659346706,0.6126020306589687,0.42942317869112717,-0.11526248046697746,270.0,306.0,-18.0,-4.300258611560277,-3.953084975430803,0.7396947810216483,0.839737208839339,0.8093138119597812,-0.011706490243617695
2023-11-27,4187,650,474,407,220,0.5163123955099116,-3.678256022951811,0.8125149271554812,47680,274,AF,Central/SE Asia,0.15524241700501554,0.09720563649390972,0.05254358729400525,0.17462673766668302,0.02284709840653199,0.09310111529936103,0.021183899174575797,0.41491780945005274,0.44037195488587055,0,0,0,0,0,0,0,0,0,0,3646.0,5023.0,541.0,0.15606143719144266,0.14553055942663748,-0.0008190201864271274,0.08036204059243006,0.07226756918176389,0.016843595901479658,0.06527701590784421,0.06888313756719092,-0.012733428613838957,0.4973395501919912,0.6126020306589687,0.018972845317920373,252.0,270.0,22.0,-3.5605638305386282,-4.300258611560277,-0.11769219241318263,0.8280307185957213,0.839737208839339,-0.015515791440240068
2023-12-04,4114,601,525,288,256,0.48962080700048616,-3.626412515787942,0.8230432668935342,44477,267,AF,Central/SE Asia,0.14608653378706854,0.07000486144871172,0.06222654350996597,0.17354983096325707,0.022630946111355812,0.09332914425461375,0.020574159252887768,0.42055084200893383,0.42789148167137586,0,0,0,0,0,0,0,0,0,0,4187.0,3646.0,-73.0,0.15524241700501554,0.15606143719144266,-0.009155883217946997,0.09720563649390972,0.08036204059243006,-0.027200775045197995,0.05254358729400525,0.06527701590784421,0.009682956215960714,0.5163123955099116,0.4973395501919912,-0.026691588509425435,274.0,252.0,-7.0,-3.678256022951811,-3.5605638305386282,0.051843507163868985,0.8125149271554812,0.8280307185957213,0.010528339738053005
2023-12-11,4285,641,582,372,253,0.49694282380396737,-3.9964423264870192,0.8350058343057176,49319,245,AF,Central/SE Asia,0.14959159859976662,0.08681446907817969,0.05904317386231039,0.17210439426977345,0.022877999507704725,0.09210155042272417,0.02069812379457255,0.4241861033242787,0.4161375716815214,0,0,0,0,0,0,0,0,0,0,4114.0,4187.0,171.0,0.14608653378706854,0.15524241700501554,0.0035050648126980777,0.07000486144871172,0.09720563649390972,0.016809607629467968,0.06222654350996597,0.05254358729400525,-0.0031833696476555803,0.48962080700048616,0.5163123955099116,0.007322016803481213,267.0,274.0,-22.0,-3.626412515787942,-3.678256022951811,-0.37002981069907737,0.8230432668935342,0.8125149271554812,0.011962567412183378
2023-12-18,3679,526,449,282,217,0.8065506931231313,-3.1435308826133235,0.795596629518891,39997,246,AF,Central/SE Asia,0.14297363413971187,0.07665126393041588,0.058983419407447675,0.17097875448627312,0.02282973151163929,0.09183719635549695,0.02018073271160123,0.42782393934826307,0.40536516854534294,0,0,0,0,0,0,0,0,0,0,4285.0,4114.0,-606.0,0.14959159859976662,0.14608653378706854,-0.006617964460054748,0.08681446907817969,0.07000486144871172,-0.01016320514776381,0.05904317386231039,0.06222654350996597,-5.9754454862712136e-05,0.49694282380396737,0.48962080700048616,0.30960786931916395,245.0,267.0,1.0,-3.9964423264870192,-3.626412515787942,0.8529114438736958,0.8350058343057176,0.8230432668935342,-0.039409204786826635
2023-12-25,2703,449,225,225,193,0.7496855345911949,-2.5494379320892366,0.6884942656307806,27288,212,AF,Central/SE Asia,0.16611172770995192,0.08324084350721421,0.07140214576396596,0.16964517732691306,0.023075610451040358,0.09111405671620736,0.019946940212332974,0.4458585466708759,0.4036521549096477,0,0,0,0,0,0,0,0,0,0,3679.0,4285.0,-976.0,0.14297363413971187,0.14959159859976662,0.023138093570240048,0.07665126393041588,0.08681446907817969,0.0065895795767983295,0.058983419407447675,0.05904317386231039,0.012418726356518285,0.8065506931231313,0.49694282380396737,-0.05686515853193641,246.0,245.0,-34.0,-3.1435308826133235,-3.9964423264870192,0.5940929505240868,0.795596629518891,0.8350058343057176,-0.10710236388811034
2024-01-01,3095,559,301,341,209,0.36555735056542804,-3.148593989610126,0.7563812600969305,32000,248,AF,Central/SE Asia,0.18061389337641356,0.11017770597738287,0.06752827140549272,0.16948456598068756,0.022532086864502344,0.09075618338852585,0.019538458229752368,0.4596688643036177,0.399214474797469,0,0,0,0,0,0,0,0,0,0,2703.0,3679.0,392.0,0.16611172770995192,0.14297363413971187,0.014502165666461647,0.08324084350721421,0.07665126393041588,0.02693686247016866,0.07140214576396596,0.058983419407447675,-0.0038738743584732366,0.7496855345911949,0.8065506931231313,-0.3841281840257669,212.0,246.0,36.0,-2.5494379320892366,-3.1435308826133235,-0.5991560575208892,0.6884942656307806,0.795596629518891,0.06788699446614987
2024-01-08,3509,569,384,366,180,0.18820176688515247,-3.010400878739668,0.7751496152750071,29174,251,AF,Central/SE Asia,0.16215445996010258,0.1043032202906811,0.05129666571672841,0.1699684497805017,0.02213601583486503,0.09160059741412833,0.019514067284337397,0.455577059358479,0.3905292461231287,0,0,0,0,0,0,0,0,0,0,3095.0,2703.0,414.0,0.18061389337641356,0.16611172770995192,-0.018459433416310983,0.11017770597738287,0.08324084350721421,-0.005874485686701764,0.06752827140549272,0.07140214576396596,-0.016231605688764313,0.36555735056542804,0.7496855345911949,-0.17735558368027557,248.0,212.0,3.0,-3.148593989610126,-2.5494379320892366,0.13819311087045794,0.7563812600969305,0.6884942656307806,0.018768355178076623
2024-01-15,2936,465,284,244,205,0.6691076294277929,-2.747062027295758,0.7660081743869209,20363,239,AF,Central/SE Asia,0.15837874659400544,0.08310626702997276,0.06982288828337875,0.16964286687131844,0.021708127780892643,0.09212987336731804,0.019260465837769258,0.4444364221720904,0.3858248556018386,0,0,0,0,0,0,0,0,0,0,3509.0,3095.0,-573.0,0.16215445996010258,0.18061389337641356,-0.0037757133660971387,0.1043032202906811,0.11017770597738287,-0.02119695326070835,0.05129666571672841,0.06752827140549272,0.01852622256665034,0.18820176688515247,0.36555735056542804,0.48090586254264045,251.0,248.0,-12.0,-3.010400878739668,-3.148593989610126,0.26333885144390967,0.7751496152750071,0.7563812600969305,-0.009141440888086216
2024-01-22,2641,476,317,231,220,0.38981446421809923,-2.789380744827502,0.7413858386974631,19247,228,AF,Central/SE Asia,0.18023475956077242,0.08746686861037486,0.08330177962892843,0.1691923020602259,0.021370140636414136,0.09176892911382423,0.018941110460120075,0.45342327046231845,0.38036478691070785,0,0,0,0,0,0,0,0,1,1,2936.0,3509.0,-295.0,0.15837874659400544,0.16215445996010258,0.02185601296676698,0.08310626702997276,0.1043032202906811,0.004360601580402107,0.06982288828337875,0.05129666571672841,0.013478891345549679,0.6691076294277929,0.18820176688515247,-0.27929316520969366,239.0,251.0,-11.0,-2.747062027295758,-3.010400878739668,-0.042318717531743655,0.7660081743869209,0.7751496152750071,-0.02462233568945782
