country,week,gkg_n_docs,gkg_mean_tone
ER,2025-12-28,15,-1.9159947209317634
TI,2025-12-28,27,-1.3021869689113292
KG,2025-12-28,22,-0.20139247434560553
UZ,2025-12-28,27,1.778184867192364
VE,2026-01-04,10473,-3.081574633087011
CO,2026-01-04,1827,-3.554746704340259
HA,2026-01-04,105,-2.831876222814688
BL,2026-01-04,101,-2.261305145282606
KE,2026-01-04,199,-0.7541703123737019
AF,2026-01-04,794,-3.3911671344584207
PK,2026-01-04,710,-2.2917674061820708
SU,2026-01-04,127,-3.2047995587702256
SO,2026-01-04,339,-2.9538738021441997
NU,2026-01-04,224,-3.8469335862891754
EC,2026-01-04,158,-3.4438871913889995
PE,2026-01-04,180,-1.1617999288399776
ET,2026-01-04,84,-0.7216522605724099
BM,2026-01-04,79,-1.9691647496343638
OD,2026-01-04,26,-3.202519388669375
TI,2026-01-04,32,-0.15831805460007506
KG,2026-01-04,30,-0.49460600427601265
UZ,2026-01-04,37,1.3564712667427112
ER,2026-01-04,17,-3.3906084292018477
BM,2026-01-11,197,-3.1639169326648426
VE,2026-01-11,2554,-2.3978848177943552
NU,2026-01-11,80,-5.1142141208614875
SU,2026-01-11,97,-3.707575363546728
SO,2026-01-11,360,-4.261163742660744
PK,2026-01-11,714,-2.8000001604536724
EC,2026-01-11,70,-1.2495944098808525
CO,2026-01-11,403,-2.4641931416152656
ET,2026-01-11,117,-0.017795420726839116
KE,2026-01-11,223,-0.6496442939876157
PE,2026-01-11,220,-1.4918866328313936
UZ,2026-01-11,39,0.13473662562968977
AF,2026-01-11,224,-3.218234243118535
KG,2026-01-11,19,2.166400265426396
ER,2026-01-11,13,-1.559396571391233
BL,2026-01-11,30,-1.2990157557890616
OD,2026-01-11,33,-2.120622551911192
HA,2026-01-11,63,-1.4945033307495108
TI,2026-01-11,9,-1.785579556262058
VE,2026-01-18,1374,-2.392729067750763
PK,2026-01-18,1043,-1.4436699700945193
KE,2026-01-18,223,-1.5793240734094554
SO,2026-01-18,487,-4.692793584665895
SU,2026-01-18,194,-2.7396719142881056
ET,2026-01-18,140,-0.21950216254620641
OD,2026-01-18,47,-2.6030874455729682
CO,2026-01-18,260,-2.5827524801772275
AF,2026-01-18,224,-2.638116551000444
BM,2026-01-18,36,-0.8527228153722594
PE,2026-01-18,67,-0.518210796043628
BL,2026-01-18,62,-0.24918586149313918
NU,2026-01-18,29,-2.612121054014849
EC,2026-01-18,58,-3.4359926030394363
UZ,2026-01-18,18,0.6596404257684709
TI,2026-01-18,37,-3.7571180318063684
HA,2026-01-18,49,-2.3174093805095537
ER,2026-01-18,29,-4.8719342765291715
KG,2026-01-18,17,-0.022993446048117712
AF,2026-01-25,788,-1.3451151324716135
HA,2026-01-25,56,-3.401334136083392
SO,2026-01-25,231,-2.7792966928567377
KE,2026-01-25,236,-1.5963824797722792
PK,2026-01-25,854,-1.75380500883766
VE,2026-01-25,797,-2.838843151857967
ET,2026-01-25,88,-1.2515918974290137
EC,2026-01-25,64,-2.749256009334737
UZ,2026-01-25,78,-1.482406166965084
BL,2026-01-25,108,1.0969978773673947
CO,2026-01-25,153,-2.1425697847973777
SU,2026-01-25,118,-3.937593606389591
PE,2026-01-25,124,0.6389373287399503
BM,2026-01-25,199,-2.303983260293741
OD,2026-01-25,51,-5.345454216051201
NU,2026-01-25,80,-3.3283928110452075
ER,2026-01-25,10,-5.426508433841429
TI,2026-01-25,19,-2.1063617525355243
KG,2026-01-25,24,-0.12344356211837489
CO,2026-02-01,380,-1.7115968663481012
VE,2026-02-01,1240,-2.3904850506154953
KE,2026-02-01,177,-1.3547989185750215
AF,2026-02-01,684,-5.0751974703042615
EC,2026-02-01,451,-3.0618518701318242
PE,2026-02-01,86,0.40623533737432505
PK,2026-02-01,1379,-3.9353761735990607
SO,2026-02-01,304,-3.6804370876932864
SU,2026-02-01,118,-2.3427625699168697
ER,2026-02-01,16,-3.4244901241233987
ET,2026-02-01,114,-0.1950209276592058
BL,2026-02-01,31,-2.2918088288229366
NU,2026-02-01,112,-0.6912944927708012
HA,2026-02-01,78,-1.8842568466767768
BM,2026-02-01,63,-2.1181561353718044
TI,2026-02-01,23,-5.209577262245322
UZ,2026-02-01,47,-1.635960709275394
KG,2026-02-01,11,-0.35455113928767146
OD,2026-02-01,44,-2.097923178624603
KE,2026-02-08,278,-1.223210060275159
VE,2026-02-08,532,-2.2057044638200693
PK,2026-02-08,959,-2.536628267413601
PE,2026-02-08,103,0.3148620446777218
BL,2026-02-08,37,0.450668429645131
AF,2026-02-08,331,-3.80799339695787
TI,2026-02-08,17,-1.8131663929985304
SU,2026-02-08,176,-4.151950936971086
CO,2026-02-08,111,-0.8200660272084458
ET,2026-02-08,116,-3.290937536987778
EC,2026-02-08,61,0.4367373698091982
HA,2026-02-08,94,-2.753360959573399
SO,2026-02-08,145,-3.2362997229505517
OD,2026-02-08,29,-2.862595651280919
UZ,2026-02-08,80,0.3800075932264294
BM,2026-02-08,28,2.0253818882855064
ER,2026-02-08,31,-5.490112070735035
KG,2026-02-08,29,-1.6421903265021982
NU,2026-02-08,30,-2.151565519824905
PK,2026-02-15,1358,-0.5909686909489124
VE,2026-02-15,646,-2.6654043452461798
AF,2026-02-15,372,-1.488848751988371
BL,2026-02-15,42,2.6514987598762962
KE,2026-02-15,253,0.14708721043313613
TI,2026-02-15,63,2.0807273940103044
KG,2026-02-15,14,1.015686965842719
ET,2026-02-15,278,0.578309276070266
PE,2026-02-15,113,0.4444538044359145
SU,2026-02-15,255,-4.730458596902853
CO,2026-02-15,223,0.5155936618191633
UZ,2026-02-15,32,1.091435322468988
SO,2026-02-15,101,-1.7141389909888671
NU,2026-02-15,48,-1.9853744076533688
EC,2026-02-15,48,-2.3760256882268926
HA,2026-02-15,76,-1.9066001404230306
OD,2026-02-15,41,-0.9054684443681843
ER,2026-02-15,22,-3.449089291013776
BM,2026-02-15,46,-0.4765751099780334
AF,2026-02-22,854,-5.118781452889433
PK,2026-02-22,1480,-4.194885747092371
VE,2026-02-22,453,-1.4748567294131385
EC,2026-02-22,57,-1.3784032051149813
KE,2026-02-22,284,-0.6232695383091565
ET,2026-02-22,110,-0.05959838406747635
UZ,2026-02-22,116,0.7374184356954113
CO,2026-02-22,286,-1.9822748477929046
HA,2026-02-22,55,-1.581216971002165
PE,2026-02-22,89,1.0729414629669132
SU,2026-02-22,91,-2.942152381970728
SO,2026-02-22,91,-2.2194242809429525
OD,2026-02-22,61,-2.2394740575407526
KG,2026-02-22,19,0.3457461514647257
BL,2026-02-22,20,0.9607123387642977
NU,2026-02-22,23,-1.5462885790435534
ER,2026-02-22,15,-2.3199222484412605
BM,2026-02-22,19,-1.3209798984222685
TI,2026-02-22,7,-2.0749953390509197
AF,2026-03-01,858,-5.113881860856222
PK,2026-03-01,2998,-5.239268782075727
CO,2026-03-01,297,-1.4943851072305836
KE,2026-03-01,256,-1.3001930516321714
ET,2026-03-01,121,-2.328237150271163
VE,2026-03-01,989,-3.8214911731462586
TI,2026-03-01,17,-1.7817588260729897
UZ,2026-03-01,42,-0.6017994753722931
SU,2026-03-01,61,-3.1605002944065568
BL,2026-03-01,84,-4.8317461253499205
NU,2026-03-01,68,-4.357162278749167
HA,2026-03-01,82,-1.8569043553635167
PE,2026-03-01,84,-0.397362385551827
SO,2026-03-01,102,-3.33072326412289
BM,2026-03-01,27,-2.1063925734860254
EC,2026-03-01,57,-2.264409355354074
KG,2026-03-01,21,3.309448991859116
OD,2026-03-01,20,-3.0416374755699236
ER,2026-03-01,38,-5.385076783516784
PK,2026-03-08,1188,-3.0308132436942405
KE,2026-03-08,383,-0.4814057716611286
VE,2026-03-08,998,-2.8396756242354058
CO,2026-03-08,337,-1.2090954629497632
HA,2026-03-08,47,-1.3365869740360896
PE,2026-03-08,122,-1.019130036906503
KG,2026-03-08,22,-0.29071105434372685
UZ,2026-03-08,54,1.0255983441140752
BL,2026-03-08,194,-1.6695541235572773
EC,2026-03-08,270,-2.0143490188293836
SO,2026-03-08,69,-2.839029258917676
AF,2026-03-08,769,-1.9471162647705562
ET,2026-03-08,175,-0.8140094881511223
NU,2026-03-08,94,-1.9036312823604773
SU,2026-03-08,177,-2.953311909824396
ER,2026-03-08,40,-2.0757949622214342
OD,2026-03-08,56,-2.2383068643994464
BM,2026-03-08,21,-1.6639310123770492
TI,2026-03-08,16,0.6571073886981408
PK,2026-03-15,821,-3.0751070776752756
PE,2026-03-15,81,0.5839167788035675
AF,2026-03-15,488,-4.104113639131082
KE,2026-03-15,273,-1.3235363998803091
SU,2026-03-15,109,-2.5846412667147702
OD,2026-03-15,44,-1.8905164380956336
UZ,2026-03-15,60,-1.79640525556164
ET,2026-03-15,134,-2.2447715867681297
NU,2026-03-15,29,-0.302529450268831
VE,2026-03-15,542,-1.222681844966623
HA,2026-03-15,53,-0.8760870973212803
CO,2026-03-15,84,-0.09475376992904333
ER,2026-03-15,49,-2.9401834098756012
SO,2026-03-15,82,-2.5005546760599575
EC,2026-03-15,36,-0.49251590509418214
TI,2026-03-15,67,-2.0478447805044753
BL,2026-03-15,16,-0.6439362633812221
KG,2026-03-15,15,-0.7229267841741396
BM,2026-03-15,16,-2.144127455155156
VE,2026-03-22,718,-3.6575313083460688
PK,2026-03-22,778,-2.4203637969450953
AF,2026-03-22,316,-3.8515540854081687
ET,2026-03-22,241,0.0025424585228525877
SO,2026-03-22,196,-3.244874801299916
SU,2026-03-22,227,-6.653826208117124
NU,2026-03-22,114,2.2612370840545477
UZ,2026-03-22,40,1.7362511707380683
PE,2026-03-22,71,-0.03037374159004065
CO,2026-03-22,160,-1.43622534708502
KE,2026-03-22,415,-0.6820326017990227
HA,2026-03-22,46,-1.2849820893864499
OD,2026-03-22,29,-1.3937692964998887
EC,2026-03-22,27,-1.6243958866655024
ER,2026-03-22,35,-4.261705366071362
KG,2026-03-22,29,2.5906979333893756
BL,2026-03-22,37,-1.6490287830692831
TI,2026-03-22,13,3.3274093611962057
BM,2026-03-22,15,-1.205703438687128
PK,2026-03-29,2459,-4.09043808937415
VE,2026-03-29,501,-2.399540844416176
HA,2026-03-29,55,-2.424179258506528
ET,2026-03-29,109,-0.9191328441955974
PE,2026-03-29,73,0.13055892401010494
AF,2026-03-29,369,-4.370215321487146
SU,2026-03-29,58,-5.467763689518464
KG,2026-03-29,21,1.7294623385179968
KE,2026-03-29,275,-1.3856559689425647
EC,2026-03-29,39,-1.2488082075775397
SO,2026-03-29,68,-3.7628666062672744
CO,2026-03-29,102,-0.1670710199284971
OD,2026-03-29,26,-2.957382970963401
UZ,2026-03-29,50,1.5378937739146974
BL,2026-03-29,23,-1.1947029480131288
ER,2026-03-29,24,-3.2747419870826335
BM,2026-03-29,20,-1.9329706968198086
NU,2026-03-29,9,-1.6276902458392901
TI,2026-03-29,9,1.4008104796004737
PK,2026-04-05,1625,-3.7600434518071824
AF,2026-04-05,320,-4.516949309652499
HA,2026-04-05,47,-1.2716446604437726
VE,2026-04-05,180,-2.837529908280552
KE,2026-04-05,253,-1.4343135284520852
SO,2026-04-05,95,-3.155797445423578
SU,2026-04-05,108,-3.6334987824095784
BL,2026-04-05,21,0.17863821101825478
NU,2026-04-05,21,-2.4728307676793406
PE,2026-04-05,44,-0.2561659549064784
TI,2026-04-05,15,2.343425939514894
CO,2026-04-05,71,-0.30801145544475017
UZ,2026-04-05,35,1.5230605704258373
ET,2026-04-05,63,-1.1644513191963513
EC,2026-04-05,18,-0.6023402145733253
KG,2026-04-05,31,-0.2761123766561812
BM,2026-04-05,22,-1.0587514166142558
OD,2026-04-05,49,-3.0479059018501964
ER,2026-04-05,12,-3.280575571925995
PK,2026-04-12,6031,-2.290351919044642
AF,2026-04-12,315,-2.890512925083893
HA,2026-04-12,167,-3.271478978199794
SO,2026-04-12,60,-1.4749485950185004
OD,2026-04-12,29,-3.73022039621148
CO,2026-04-12,76,-0.8328629890097067
SU,2026-04-12,76,-3.315820503256679
PE,2026-04-12,324,2.5731461610702535
VE,2026-04-12,395,-2.3832115701054586
KE,2026-04-12,236,-1.2136971559424605
TI,2026-04-12,21,-1.3205133364924317
BM,2026-04-12,36,-2.747069676128623
ER,2026-04-12,11,-4.385803553775142
ET,2026-04-12,67,-1.1925429017446487
EC,2026-04-12,54,-2.7057922519136923
BL,2026-04-12,45,-3.2408181073288302
NU,2026-04-12,17,-2.125488880569587
UZ,2026-04-12,37,-0.416332222935339
KG,2026-04-12,13,0.4353171872620918
PK,2026-04-19,2720,-3.18300362283152
VE,2026-04-19,299,-2.4446714560372382
NU,2026-04-19,97,-0.9654464833028655
SU,2026-04-19,268,-5.210899222731477
AF,2026-04-19,459,-2.8834204178453025
BL,2026-04-19,22,-1.5055460231428541
KE,2026-04-19,221,-0.1990373909904536
HA,2026-04-19,76,-1.0279594914364945
UZ,2026-04-19,26,1.087040056008689
BM,2026-04-19,49,-4.325476469081473
ER,2026-04-19,12,-4.435949094772551
KG,2026-04-19,20,-2.857894448296613
ET,2026-04-19,63,0.08447824239209363
EC,2026-04-19,36,-0.6734418544462145
CO,2026-04-19,112,-1.4298778594354278
OD,2026-04-19,26,-0.6693532612447878
SO,2026-04-19,69,-2.8646138933845964
TI,2026-04-19,6,1.6553392762475418
PE,2026-04-19,59,0.23129192500025864
PE,2026-04-26,126,-0.44357489313832094
PK,2026-04-26,2235,-2.5977302942766096
KE,2026-04-26,483,0.15994049892995618
VE,2026-04-26,336,-3.464002309820728
AF,2026-04-26,496,-1.5946201037641625
SU,2026-04-26,106,-3.895016307622991
ET,2026-04-26,697,0.22379552002615594
CO,2026-04-26,406,-3.524302131626735
BM,2026-04-26,32,1.693179133249881
HA,2026-04-26,40,-1.0392888091123664
UZ,2026-04-26,46,1.209179937775659
SO,2026-04-26,73,-2.5078886492843213
EC,2026-04-26,27,-1.2031913559177516
OD,2026-04-26,34,-4.477779099082298
BL,2026-04-26,17,-1.4243907170786567
ER,2026-04-26,17,-0.0798181937759738
NU,2026-04-26,12,-0.256424350675192
KG,2026-04-26,27,0.002925831174524294
TI,2026-04-26,17,2.237362578920756
PK,2026-05-03,1853,-2.795322867875802
VE,2026-05-03,252,-1.569636846174207
ET,2026-05-03,116,0.287131838251402
AF,2026-05-03,409,-2.5523508393681276
CO,2026-05-03,475,2.7327229224425302
KE,2026-05-03,344,-0.8891811810591089
PE,2026-05-03,103,0.07049617067694368
SU,2026-05-03,325,-4.472963117853216
UZ,2026-05-03,91,1.1240376356112887
HA,2026-05-03,169,-0.0695287560986558
BL,2026-05-03,19,-1.7837849979555418
EC,2026-05-03,37,-0.3258079085728799
BM,2026-05-03,124,-2.516328820056791
SO,2026-05-03,99,-3.3346531108565545
TI,2026-05-03,40,2.1925122453627117
KG,2026-05-03,44,1.3364559777946463
OD,2026-05-03,43,-1.1678869308677
ER,2026-05-03,38,-4.599158365654262
NU,2026-05-03,16,-0.7153736501444966
UZ,2026-05-10,139,-0.715261062625796
KE,2026-05-10,308,-0.07852973547887854
PK,2026-05-10,2118,-3.439012828293849
PE,2026-05-10,222,1.412814951769964
CO,2026-05-10,129,-0.26427670678075793
VE,2026-05-10,289,-2.5533385909429014
ET,2026-05-10,96,-0.4545075897017848
AF,2026-05-10,345,-4.9642894564931845
HA,2026-05-10,39,-0.30387008533946774
OD,2026-05-10,51,-1.0685870665628037
BM,2026-05-10,56,-1.988943455393498
SU,2026-05-10,232,2.412319467706899
BL,2026-05-10,43,-2.562014100942951
EC,2026-05-10,126,-1.440507366631996
TI,2026-05-10,14,0.06193921809234361
KG,2026-05-10,18,1.3873767449084455
SO,2026-05-10,70,-3.8327772638318414
NU,2026-05-10,17,-1.6897149054716225
ER,2026-05-10,7,-8.638839889982435
PK,2026-05-17,1009,-2.564523812167026
AF,2026-05-17,370,-1.8288760929820138
BM,2026-05-17,110,0.0038236832753402493
VE,2026-05-17,753,-3.1125372959701307
CO,2026-05-17,317,-3.789517573186583
KE,2026-05-17,273,-1.0681281321501257
OD,2026-05-17,486,-6.3650656181745955
SU,2026-05-17,253,-6.137824688886143
SO,2026-05-17,92,-2.7776660744486112
ET,2026-05-17,80,0.29385977714703276
EC,2026-05-17,45,-0.5251778099403108
PE,2026-05-17,164,-1.0646958108519096
UZ,2026-05-17,41,0.0637884652153396
TI,2026-05-17,19,-0.3457052639991547
KG,2026-05-17,14,0.4501440164104161
HA,2026-05-17,40,-0.40498146427104087
BL,2026-05-17,27,-2.5546464489921354
ER,2026-05-17,15,-0.5686705876101954
NU,2026-05-17,3,-3.16444303252861
PK,2026-05-24,2444,-2.3460533067212688
VE,2026-05-24,299,-1.6516162964879995
KE,2026-05-24,352,-2.4226531592226834
AF,2026-05-24,347,-2.2281583749681206
ET,2026-05-24,122,-1.3598084548541032
CO,2026-05-24,117,-0.9932235759755952
SU,2026-05-24,83,-3.025745690104168
BM,2026-05-24,19,-1.6845421539495486
TI,2026-05-24,11,1.2747390141023962
UZ,2026-05-24,63,1.2364946460912858
SO,2026-05-24,84,-3.1707048322000304
OD,2026-05-24,155,-4.91190130255384
KG,2026-05-24,25,2.2790348185072435
BL,2026-05-24,14,-3.502987428305122
PE,2026-05-24,93,-0.6393530743732454
HA,2026-05-24,37,-0.49735915964841004
ER,2026-05-24,21,1.2358749761538999
EC,2026-05-24,33,-2.6861659432252414
NU,2026-05-24,6,-1.4904952839432948
KE,2026-05-31,342,-1.2691370881087018
SU,2026-05-31,64,-3.2105910514221803
HA,2026-05-31,71,-0.09925191457871682
PK,2026-05-31,938,-2.323527692952659
PE,2026-05-31,176,-0.25279151792111515
CO,2026-05-31,300,-0.49005791287724243
ER,2026-05-31,44,-1.021007117548835
ET,2026-05-31,232,-1.56927064750163
NU,2026-05-31,111,-2.119465435394262
AF,2026-05-31,200,-3.1936488280428916
UZ,2026-05-31,46,1.2400208632398424
VE,2026-05-31,350,-2.7035510094478656
SO,2026-05-31,56,-2.1895102851035637
EC,2026-05-31,120,-0.7782725083626365
BM,2026-05-31,34,-2.0991371056264145
OD,2026-05-31,78,-2.3415511183643862
TI,2026-05-31,19,0.27326320402311444
BL,2026-05-31,58,0.49829210505336263
KG,2026-05-31,16,-0.23607211184409568
KE,2026-06-07,218,-0.5179795746282274
PK,2026-06-07,1801,-3.153517877630164
SU,2026-06-07,79,-4.113092732567667
AF,2026-06-07,332,-1.569143880049502
PE,2026-06-07,265,-1.1797820769755687
EC,2026-06-07,89,0.25468381206946833
HA,2026-06-07,135,-1.0093863144742181
BL,2026-06-07,50,-2.4649907438019305
OD,2026-06-07,42,-2.5043354434793264
CO,2026-06-07,126,-0.2590060241684008
KG,2026-06-07,74,-1.5288153304699064
BM,2026-06-07,120,-0.3709493098255775
SO,2026-06-07,66,-5.0426912658643985
TI,2026-06-07,21,4.366024160718288
UZ,2026-06-07,71,2.7346409724271274
NU,2026-06-07,43,0.5998472156684821
VE,2026-06-07,163,-1.265802922867555
ET,2026-06-07,70,-1.9507887790456688
ER,2026-06-07,16,-1.1642675788666592
VE,2026-06-14,193,-2.6093499263032496
PK,2026-06-14,2346,-2.0104873273614148
CO,2026-06-14,169,-1.0464870557353225
HA,2026-06-14,917,1.510281577686662
KE,2026-06-14,414,-0.5371337546258945
PE,2026-06-14,135,-0.1862901263907138
EC,2026-06-14,200,0.01387149115096892
BL,2026-06-14,38,-2.51909073100423
BM,2026-06-14,42,-1.3395725500330786
UZ,2026-06-14,70,1.1815557034044857
SU,2026-06-14,132,-5.69232388424811
NU,2026-06-14,15,0.1690984439630537
AF,2026-06-14,271,-1.4708051127237842
SO,2026-06-14,113,-0.6264958527715203
OD,2026-06-14,21,-0.8311287807722705
ET,2026-06-14,72,-0.7029955451833287
TI,2026-06-14,31,3.3774028955510675
KG,2026-06-14,26,4.622061556045053
ER,2026-06-14,9,0.5190090797698725
PK,2026-06-21,3058,-1.8992140195896798
CO,2026-06-21,391,-1.8941532337057776
SO,2026-06-21,100,-2.3715777533347535
VE,2026-06-21,201,-0.9060504528581655
NU,2026-06-21,12,0.923360417703417
HA,2026-06-21,257,1.8727281871940185
AF,2026-06-21,280,-2.1698196158881844
ET,2026-06-21,151,-0.6245838635699871
EC,2026-06-21,447,-0.012641588522372054
KE,2026-06-21,212,-0.5869134871109493
BL,2026-06-21,83,-4.712923944889381
UZ,2026-06-21,82,1.1701773739347496
PE,2026-06-21,63,-0.1918518914956932
SU,2026-06-21,160,-3.796100819250365
ER,2026-06-21,45,-2.561780219289463
OD,2026-06-21,37,-1.2971960579044057
KG,2026-06-21,21,-0.7528236207241547
BM,2026-06-21,35,0.6428820060307994
TI,2026-06-21,14,-0.6914590550378765
KE,2026-06-28,238,-0.9953431369907821
SU,2026-06-28,75,-4.272216149355456
ET,2026-06-28,71,-0.05101342474124488
BL,2026-06-28,167,-1.3931454862399868
PE,2026-06-28,126,-0.46177258741503213
SO,2026-06-28,90,-4.754348904049007
PK,2026-06-28,966,-3.6401324766891463
UZ,2026-06-28,410,1.1718724566912457
CO,2026-06-28,551,0.542870435941902
AF,2026-06-28,371,-2.782176078825045
EC,2026-06-28,147,-0.3268790454762477
VE,2026-06-28,947,-2.086618518944183
HA,2026-06-28,306,-0.8245937024790604
KG,2026-06-28,15,1.2247561618892628
NU,2026-06-28,13,-0.8755556376049776
TI,2026-06-28,8,2.2713864322253303
BM,2026-06-28,31,-1.188962444119916
OD,2026-06-28,25,-2.0599071092790835
ER,2026-06-28,11,-0.7754102983085754
AF,2026-07-05,392,-1.5773767120845936
PK,2026-07-05,920,-2.5825726648862424
VE,2026-07-05,878,-2.4710340398603146
UZ,2026-07-05,164,-0.04180108499253564
CO,2026-07-05,182,0.5681038473424989
EC,2026-07-05,358,0.6679714206915415
SO,2026-07-05,77,-3.6977292416035104
HA,2026-07-05,78,-0.7104000140368353
KE,2026-07-05,316,0.236447823740794
ET,2026-07-05,74,0.19206768173667
OD,2026-07-05,24,-0.13948101389989678
SU,2026-07-05,65,-1.6839601928914363
TI,2026-07-05,42,-0.8546861873409096
KG,2026-07-05,31,0.17928901767973715
ER,2026-07-05,18,-2.1172393295089815
NU,2026-07-05,30,-0.25167837113126096
PE,2026-07-05,74,-0.09224067215849603
BM,2026-07-05,13,-1.1875286868127655
BL,2026-07-05,16,-0.5726424857486367
ET,2026-07-12,70,-0.29398364846248576
AF,2026-07-12,660,-0.840618539645157
PK,2026-07-12,1168,-2.7365024585193716
VE,2026-07-12,228,-2.088645172676072
CO,2026-07-12,196,0.5091227483571582
KE,2026-07-12,279,-0.6014107708019713
PE,2026-07-12,46,0.6546626450544174
HA,2026-07-12,84,-1.2964569469366145
SU,2026-07-12,113,-1.931314155273102
UZ,2026-07-12,26,-2.1461371189791354
OD,2026-07-12,17,-3.845544781424484
ER,2026-07-12,18,1.279156864327188
SO,2026-07-12,49,-1.8998570063661677
BM,2026-07-12,16,-1.4490208240959452
BL,2026-07-12,21,-2.771551921256928
NU,2026-07-12,7,-1.4988401663992512
EC,2026-07-12,32,0.28631218046093765
KG,2026-07-12,7,-2.1815778109831254
TI,2026-07-12,2,-5.6665931810606605
SO,2026-07-19,407,-1.1552430799294937
PK,2026-07-19,716,-2.0354262037397834
PE,2026-07-19,293,-3.5758668687036206
CO,2026-07-19,417,-0.9244700222740836
KE,2026-07-19,203,0.07374955404057446
VE,2026-07-19,538,-0.4751860675784317
ET,2026-07-19,92,-1.2720376082804257
AF,2026-07-19,290,-3.5764129737828045
ER,2026-07-19,26,-0.2828840773639068
OD,2026-07-19,40,-0.4144099112421101
SU,2026-07-19,48,-1.8345054181017935
EC,2026-07-19,75,-1.4818219515065365
NU,2026-07-19,58,-3.1456051790313193
HA,2026-07-19,47,-1.3411184857305698
KG,2026-07-19,24,-2.8436833640858232
TI,2026-07-19,8,-1.4775898984192044
UZ,2026-07-19,57,2.414675659438393
BM,2026-07-19,22,-0.30193018186416826
BL,2026-07-19,14,-0.8283519681801044
ET,2026-07-26,71,0.9322890839656736
VE,2026-07-26,651,-4.270692680705669
KE,2026-07-26,356,-1.4392655924441873
SU,2026-07-26,438,-0.33419404443617823
OD,2026-07-26,311,0.3485489363137348
AF,2026-07-26,248,-3.1149540461304004
PK,2026-07-26,1010,-1.910362160290013
SO,2026-07-26,63,-3.1424850212970457
HA,2026-07-26,87,-2.063950593303281
CO,2026-07-26,124,-1.7289297873161527
EC,2026-07-26,55,0.47338469149296186
PE,2026-07-26,66,2.099832421621838
BL,2026-07-26,21,-1.7782067892045519
NU,2026-07-26,22,-2.8172995377600962
UZ,2026-07-26,33,1.508857270445393
BM,2026-07-26,30,0.17350793922567853
KG,2026-07-26,16,0.8013519123106358
TI,2026-07-26,6,-0.6083714724902799
ER,2026-07-26,11,-0.12207539328137623
PK,2026-08-02,1584,-2.93750053012441
VE,2026-08-02,198,-1.9846589547118032
AF,2026-08-02,315,-4.680649524660105
SU,2026-08-02,79,-3.640769897413877
KE,2026-08-02,356,0.7103743277574425
PE,2026-08-02,422,-2.638175303543856
SO,2026-08-02,69,-1.635779730026257
CO,2026-08-02,189,-1.567629650971231
ET,2026-08-02,84,-0.6754735047906782
HA,2026-08-02,43,-2.234391744025035
UZ,2026-08-02,37,0.5255426957550504
BM,2026-08-02,31,-1.3122159005187566
EC,2026-08-02,39,-0.5927422510144028
TI,2026-08-02,12,-0.027908481074770952
KG,2026-08-02,29,0.20355749158487138
NU,2026-08-02,15,-0.8741857180703723
BL,2026-08-02,13,-1.3056525756500976
OD,2026-08-02,31,-0.6323564557412209
ER,2026-08-02,14,-3.810658393751735
